nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0611140,Kurt Muenzer,1879,1944,writer,"tt0010854,tt0133056"
nm0611519,Chandra Mukherjee,\N,\N,writer,tt0022752
nm0611813,James Mulhauser,1889,1939,"writer,miscellaneous,actor","tt0027546,tt0027051,tt0029172,tt0030186"
nm0611814,Otto Mulhauser,\N,\N,"director,writer","tt0001756,tt0002625"
nm0611920,Don Mullaly,1886,1933,writer,"tt0024368,tt0024062,tt0024549,tt0015745"
nm0612149,Harold L. Muller,1893,1955,"writer,director,cinematographer","tt0017214,tt0017560,tt0016820,tt0413059"
nm0612348,Eugene Mullin,1894,1967,"writer,director","tt0125564,tt0496154,tt0869991,tt0012629"
nm0612580,Cecil G. Mumford,\N,\N,writer,tt0013332
nm0612584,Ethel Watts Mumford,1876,1940,writer,"tt0012728,tt0150365,tt0013072,tt0015545"
nm0612646,Georgi Munblit,1904,1994,writer,"tt0032825,tt0033346,tt0021924,tt0165844"
nm0612784,Talbot Mundy,1879,1940,writer,"tt0023080,tt0014130,tt0019699,tt0045961"
nm0612841,Bella Muni,1898,1971,writer,"tt0021507,tt0304162"
nm0613243,Bob Munson,\N,\N,writer,tt0014113
nm0613600,Minoru Murata,1894,1937,"director,writer,actor","tt1163788,tt4980388,tt1233350,tt1467068"
nm0613786,Frank Murdock,\N,\N,"actor,writer","tt0006570,tt0010673,tt0011814,tt0010621"
nm0613848,Jane Murfin,1884,1955,"writer,producer,script_department","tt0014908,tt0012971,tt0023686,tt0021092"
nm0613860,Henri Murger,1822,1861,"writer,soundtrack","tt0016669,tt3440246,tt0006456,tt0137399"
nm0613943,Mary Murillo,1888,\N,writer,"tt0010535,tt0007705,tt0008565,tt0007661"
nm0613966,Magín Murià,\N,\N,"director,writer","tt0006419,tt0008739,tt0006345,tt0011165"
nm0614225,Dudley Murphy,1897,1968,"director,writer,assistant_director","tt0019423,tt0329181,tt0031761,tt0031607"
nm0614634,Ralph Murphy,1895,1967,"director,writer,miscellaneous","tt0047724,tt0036493,tt0037046,tt0035094"
nm0614922,Douglas Murray,\N,1936,writer,"tt0012385,tt0024298"
nm0615088,Joseph Murray,\N,\N,writer,tt0017324
nm0615208,Paul Murray,\N,\N,director,tt0020852
nm0615736,Musidora,1889,1957,"actress,director,writer","tt0006206,tt0268018,tt0011594,tt2122391"
nm0615868,Bernard Vorhaus,1904,2000,"director,assistant_director,writer","tt0046250,tt0024346,tt0024408,tt0027054"
nm0615912,Bennet Musson,1866,1946,"writer,editor","tt0190113,tt0003987,tt0009352,tt0009468"
nm0616070,Ivan Mutanov,\N,\N,"assistant_director,director,writer","tt0022592,tt0033416,tt0033415,tt0232423"
nm0616601,Walter C. Mycroft,1890,1959,"producer,writer,production_manager","tt0033094,tt0033374,tt0033933,tt0021165"
nm0616730,Henry Myers,1893,1975,"writer,music_department,producer","tt0036915,tt0027456,tt0029234,tt0020968"
nm0616893,Zion Myers,1898,1948,"director,writer,producer","tt0024277,tt0022382,tt0036912,tt0381331"
nm0617202,Fred Myton,1885,1955,"writer,script_department,editor","tt0038366,tt0037115,tt0017001,tt0020032"
nm0617203,Madge Myton,\N,\N,writer,tt0017215
nm0617588,Georges Méliès,1861,1938,"director,actor,producer","tt0002113,tt0215737,tt0000091,tt0223267"
nm0617719,Adolf Mérey,1877,1918,"director,writer,miscellaneous","tt0242008,tt0241530,tt0241968,tt0006047"
nm0617737,Prosper Mérimée,1803,1870,"writer,music_department,soundtrack","tt0087035,tt0040552,tt0178299,tt0062424"
nm0617757,Charles Méré,1883,1970,"writer,producer,director","tt0158934,tt0169909,tt0200317,tt0158352"
nm0617885,Louis Möller,\N,\N,writer,"tt0007754,tt2426236,tt2432668,tt18952676"
nm0618034,Francisco Múgica,1907,1985,"director,editor,cinematographer","tt0175890,tt0020654,tt0176291,tt0175912"
nm0618066,Georg Mühlen-Schulte,1882,1981,writer,"tt0025244,tt0132489,tt0016809,tt0021628"
nm0618169,Hans Müller,1882,1950,writer,"tt0022074,tt0021153,tt0024749,tt0021681"
nm0618828,Serge Nadejdine,\N,\N,"director,writer,assistant_director","tt0198374,tt0016145,tt0330144,tt0330712"
nm0618836,E.K. Nadel,1883,1958,"writer,miscellaneous","tt0493272,tt0485481,tt0485123,tt2128579"
nm0619284,Otto Nagel,1894,1967,"writer,art_department,archive_footage","tt0020193,tt0380353,tt0434733"
nm0619451,Endre Nagy,1877,1938,"writer,director,actor","tt0241913,tt12266886,tt0003590,tt0241759"
nm0621540,Mikio Naruse,1905,1969,"director,writer,producer","tt0048757,tt0043801,tt0027138,tt0044745"
nm0621733,J.E. Nash,1864,1934,"writer,actor","tt0013605,tt0013790,tt0013411,tt0013499"
nm0621797,Percy Nash,1868,1958,"director,writer,actor","tt0339665,tt0178110,tt0193428,tt0327868"
nm0621817,Thomas S. Nash,\N,\N,"director,producer","tt0004371,tt0006202,tt1954919"
nm0622148,Jacques Natanson,1901,1975,"writer,director,production_manager","tt0042906,tt0139231,tt0027925,tt0139229"
nm0622220,George G. Nathan,\N,\N,writer,tt0003584
nm0622435,Jack Natteford,1894,1970,"writer,script_department,editor","tt0019888,tt0017141,tt0029373,tt0017259"
nm0622451,Grim Natwick,1890,1990,"animation_department,writer,director","tt0029583,tt0370761,tt0379268,tt0379965"
nm0623417,Alla Nazimova,1879,1945,"actress,producer,writer","tt0013571,tt0032447,tt0009046,tt0009962"
nm0623640,Lex Neal,1894,1940,"writer,director,miscellaneous","tt0016630,tt0019412,tt0015863,tt0015255"
nm0623651,Max Neal,1865,1941,writer,"tt1606755,tt0463621,tt0034859,tt0027539"
nm0623817,Hazel Neason,1891,1920,"actress,writer","tt0199551,tt0002261,tt0365423,tt0199561"
nm0623862,Frederick Nebel,1903,1967,writer,"tt0032045,tt0034185,tt0029581,tt0032044"
nm0623953,Miguel Necoechea,\N,\N,"writer,producer","tt0009894,tt0219423"
nm0624048,Vladimir Nedobrovo,1905,1951,writer,"tt0129009,tt21412680,tt0249880,tt0022595"
nm0624409,Hipólito Negre,\N,\N,"writer,director,actor",tt0015671
nm0624511,Baldassarre Negroni,1877,1948,"director,production_manager,writer","tt0022845,tt0006041,tt1063663,tt0193428"
nm0624714,Marshall Neilan,1891,1958,"actor,director,writer","tt0010040,tt0016829,tt0011117,tt0013392"
nm0624756,Roy William Neill,1887,1946,"director,producer,writer","tt0035899,tt0037248,tt0031685,tt0035010"
nm0624805,Francis Neilson,1867,1961,writer,"tt0163094,tt0005041,tt0020368"
nm0624991,Jerzy Nel,1902,1956,"writer,music_department,soundtrack","tt0208361,tt0024205,tt0029094,tt0025684"
nm0625273,Dan Nelson,\N,\N,writer,tt0023768
nm0625424,Jack Nelson,1882,1948,"actor,director,writer","tt0014894,tt0019447,tt0015134,tt0124762"
nm0625958,Vladimir Nemirovich-Danchenko,1858,1943,"writer,miscellaneous,archive_footage","tt0019451,tt9042996,tt0044948,tt0210523"
nm0625965,Irène Némirovsky,1903,1942,writer,"tt0900387,tt0021638,tt0250242,tt0020814"
nm0626132,Lucien Nepoty,\N,\N,writer,"tt0023706,tt0019212,tt0193300,tt0016482"
nm0626326,Louis Nerz,1866,1938,"writer,actor","tt0015202,tt0258711,tt0129878,tt0129113"
nm0626455,Hans Nesna,\N,\N,"director,writer","tt0009989,tt0429969,tt1162110,tt1162053"
nm0626587,Johann Nestroy,1801,1862,"writer,soundtrack","tt0457357,tt0195893,tt0338389,tt0240548"
nm0626773,Ernst Neubach,1900,1968,"writer,producer,director","tt0061009,tt0040786,tt0158817,tt0039589"
nm0626885,Max Neufeld,1887,1967,"director,actor,writer","tt0210731,tt0884032,tt0029353,tt0867446"
nm0627056,Hans Neumann,\N,\N,"writer,director,producer","tt5085196,tt4613542,tt0015352,tt0016914"
nm0627087,Kurt Neumann,1898,1958,"director,writer,producer","tt0051622,tt0042897,tt0050958,tt0047213"
nm0627217,Robert Neuss,\N,\N,writer,tt0007240
nm0627309,Dorian Neve,\N,\N,writer,"tt0015901,tt0014156"
nm0627410,Georges Neveux,1900,1982,"writer,director,archive_footage","tt0191788,tt0030397,tt0027925,tt0046415"
nm0627454,John T. Neville,1886,1970,"writer,miscellaneous","tt0031371,tt0029898,tt0029248,tt0030168"
nm0627547,Boris Nevolin,\N,\N,"director,actor,writer","tt0018848,tt0015360,tt0018918"
nm0627599,Guy Newall,1885,1937,"actor,writer,director","tt0201468,tt0021741,tt0013151,tt0013493"
nm0627864,Sam Newfield,1899,1964,"director,writer,producer","tt0039133,tt0041918,tt0164611,tt0265608"
nm0628019,Ben Ali Newman,1893,1976,writer,"tt0017969,tt0016770"
nm0628339,Lucille Newmark,1880,1965,writer,"tt0018749,tt0021060,tt0020538,tt0018467"
nm0628345,Fred C. Newmeyer,1888,1967,"actor,director,archive_footage","tt0014429,tt0012642,tt0136560,tt0020308"
nm0628502,Douglas Newton,\N,\N,"writer,editorial_department","tt0017711,tt0023451,tt0151532,tt7043084"
nm0628709,Vítezslav Nezval,1900,1958,"writer,music_department,composer","tt0262934,tt0066516,tt0169359,tt0250661"
nm0629239,Frank Niblo Jr.,\N,\N,writer,tt0021841
nm0629240,Fred Niblo Jr.,1903,1973,writer,"tt0021770,tt0028525,tt0029262,tt0027161"
nm0629243,Fred Niblo,1874,1948,"director,actor,writer","tt1655442,tt0015268,tt0016641,tt0017850"
nm0629271,Dario Niccodemi,1874,1934,writer,"tt0215005,tt0336955,tt0220128,tt1220692"
nm0629474,Harry Nicholls,1852,1926,writer,tt0005561
nm0629532,Anne Nichols,1891,1966,"writer,soundtrack","tt0013229,tt0038283,tt0018613,tt0030185"
nm0629580,Dudley Nichols,1895,1960,"writer,producer,director","tt0038948,tt0026529,tt0031971,tt0029947"
nm0629589,George Nichols,1864,1927,"actor,director,writer","tt0013138,tt0015133,tt0339218,tt0012600"
nm0629862,Kenyon Nicholson,1894,1986,"writer,actor","tt0023556,tt0032113,tt0028359,tt0030820"
nm0630737,Arnold Richard Nielsen,1877,1951,writer,"tt1799086,tt0000602,tt3125484,tt2951780"
nm0631346,Friedrich Nietzsche,1844,1900,"writer,music_department,composer","tt4475036,tt0021538,tt1316540,tt0101739"
nm0631438,William Nigh,1881,1955,"director,actor,writer","tt0014730,tt0020498,tt0007133,tt0162635"
nm0631713,Nikolai Nikitin,1895,1963,writer,"tt21346776,tt0019250"
nm0631988,Lev Nikulin,1891,1967,writer,"tt21874076,tt37897313,tt11003190,tt0155184"
nm0632029,Blair Niles,1880,1959,writer,tt0019785
nm0632499,Egnate Ninoshvili,1859,1894,writer,"tt0261935,tt0261637,tt0259980,tt0015771"
nm0633394,Manfred Noa,1893,1930,"director,art_director,writer","tt0133848,tt0472295,tt0470791,tt0471736"
nm0633605,John W. Noble,1880,1946,"director,miscellaneous,writer","tt0129324,tt0312483,tt0004975,tt0007272"
nm0633693,Milton Nobles,1844,1924,"writer,actor","tt0007826,tt0008452,tt0215070,tt0474011"
nm0633792,Kôgo Noda,1893,1968,"writer,archive_footage","tt0041154,tt0046438,tt0022485,tt0056444"
nm0634113,Jean Nohain,1900,1981,"producer,writer,actor","tt0191880,tt0143895,tt0045036,tt0131333"
nm0634366,William Nolan,1894,1954,"animation_department,director,writer","tt0016654,tt0017918,tt0148162,tt0015400"
nm0634515,H.M.L. Nolte,\N,\N,writer,tt0002718
nm0634566,Geraldine Nomis,\N,\N,writer,\N
nm0634629,Lucien Nonguet,1869,1955,"director,writer,assistant_director","tt0127962,tt0458694,tt0459006,tt0459014"
nm0635163,Antoinette Nordmann,\N,\N,writer,tt0021309
nm0635205,Frances Nordstrom,1883,\N,writer,"tt0017459,tt0016758,tt0021263,tt0016960"
nm0635212,Ester Blenda E. Nordström,1891,1948,writer,"tt0014390,tt0015233"
nm0635245,Arthur Nordén,1891,1965,writer,"tt0011157,tt0012334"
nm0635276,Edouard Nores,\N,\N,writer,tt0022924
nm0635319,Carlos Noriega Hope,1896,1934,"writer,director,producer","tt0219067,tt0218882,tt0220826,tt0219395"
nm0635341,Manuel Noriega,1880,1961,"actor,director,writer","tt0016066,tt0013827,tt0223060,tt0014240"
nm0635388,Emil Norlander,1865,1935,"writer,music_department,soundtrack","tt0014929,tt0036819,tt0012894,tt0021783"
nm0635554,Leslie Norman,1911,1993,"director,editor,producer","tt0054037,tt0054518,tt0063893,tt0050961"
nm0635667,Mabel Normand,1892,1930,"actress,director,writer","tt0009369,tt0014029,tt0010313,tt0009760"
nm0635775,Charles G. Norris,1881,1945,writer,"tt0022360,tt0013886,tt0014737"
nm0635805,Frank Norris,1870,1902,writer,"tt0015881,tt0013404,tt0005733,tt0004473"
nm0635841,Kathleen Norris,1880,1966,writer,"tt0018183,tt0024965,tt0024535,tt0014752"
nm0635993,Clyde North,1889,1975,"writer,actor","tt0021294,tt0264291,tt0022464,tt0042144"
nm0636018,Jack North,\N,\N,writer,"tt0033411,tt0134800,tt0011024"
nm0636076,Wilfrid North,1863,1935,"director,actor,writer","tt0163036,tt0014759,tt3368190,tt0012713"
nm0636213,Frederick Norton,1869,1946,"writer,soundtrack","tt0024978,tt0013925,tt0263646,tt0989125"
nm0636217,Grace Norton,\N,\N,writer,"tt0022399,tt0031089,tt0033092,tt0034640"
nm0636288,Roy Norton,1869,1942,writer,"tt0005905,tt0015237,tt0012729,tt0007051"
nm0636475,Lloyd Nosler,1900,1985,"editor,director,writer","tt0022116,tt0029030,tt0016641,tt0017739"
nm0636499,Herbert Nossen,1895,\N,"writer,director,assistant_director","tt0020593,tt0384706,tt0201608,tt0444665"
nm0636534,Umberto Notari,\N,\N,writer,"tt0212591,tt0017293,tt1045234,tt0047608"
nm0636620,Constantin Nottara,\N,\N,"actor,writer,producer",tt0002452
nm0637040,Ivor Novello,1893,1951,"writer,actor,music_department","tt0017075,tt0017825,tt0280707,tt0783233"
nm0637139,Aleksei Novikov-Priboy,1877,1944,writer,"tt0016696,tt0356761,tt0447023"
nm0637210,Ivan Novokshenov,1896,1943,writer,tt0019286
nm0637450,Jan Nowina-Przybylski,1902,1938,director,"tt0027231,tt0029065,tt0027897,tt0271104"
nm0637463,Eugene Nowland,1879,\N,"director,writer","tt0157653,tt0404703,tt0157399,tt0008675"
nm0637507,Wilfred Noy,1883,1948,"director,actor,writer","tt0019769,tt0016007,tt0030121,tt0194396"
nm0637790,Elliott Nugent,1896,1980,"director,actor,writer","tt0020425,tt0021189,tt0048605,tt0021505"
nm0637795,J.C. Nugent,1868,1947,"actor,writer,director","tt0022085,tt0021557,tt0019630,tt0155123"
nm0638579,Ned Nye,1871,1924,"actor,writer","tt0015412,tt0015865,tt0006203,tt0005775"
nm0638702,Emil Nyitray,1882,1922,writer,"tt0032847,tt0009142,tt0043030,tt0010463"
nm0639130,Károly Nóti,1892,1954,"writer,soundtrack","tt0021888,tt0030399,tt0026588,tt0027557"
nm0639531,Edward O'Brien,\N,\N,writer,"tt0026563,tt0023610,tt0024688"
nm0639555,Frederick O'Brien,1869,1932,writer,tt0019574
nm0639631,John B. O'Brien,1884,1936,"actor,director,writer","tt4481158,tt0006583,tt0131387,tt0007667"
nm0639891,Willis H. O'Brien,1886,1962,"special_effects,director,writer","tt0024216,tt0048992,tt0016039,tt0021016"
nm0639997,Sean O'Casey,1880,1964,"writer,soundtrack,archive_footage","tt0021015,tt0028112,tt0172966,tt32591694"
nm0640248,William A. O'Connor,1903,1970,"assistant_director,director,actor","tt0173742,tt0022269,tt0022470,tt0019242"
nm0640437,Mary H. O'Connor,1872,1959,"writer,actress","tt0005667,tt0008608,tt0006320,tt0006781"
nm0640766,Jack O'Donnell,1886,1965,writer,"tt0024217,tt0021334,tt0031363,tt0034102"
nm0640884,James T. O'Donohoe,1895,1928,"writer,assistant_director,script_department","tt0018980,tt0017056,tt0019315,tt0017746"
nm0640950,Martha O'Dwyer,1899,1992,"actress,writer","tt0022298,tt0016148,tt0016114,tt0015889"
nm0641001,Edward O'Fearna,1889,1969,"assistant_director,director,actor","tt0016653,tt0030808,tt0015973,tt0419571"
nm0641018,Liam O'Flaherty,1896,1984,writer,"tt0026529,tt0063748,tt0030635,tt0028783"
nm0641045,Alice O'Fredericks,1900,1968,"director,writer,actress","tt0124925,tt0029916,tt0125559,tt0028903"
nm0641200,James O'Hanlon,\N,\N,writer,tt0014542
nm0641254,George O'Hara,1899,1966,"actor,writer,archive_footage","tt0124761,tt0013038,tt0018071,tt0020404"
nm0641292,Kenneth O'Hara,1891,1935,"writer,director","tt0017981,tt0013534,tt0311215,tt0012673"
nm0641301,Mary O'Hara,1885,1980,writer,"tt0013515,tt0017904,tt0036182,tt0014721"
nm0641407,Harvey J. O'Higgins,1876,1929,writer,"tt0017431,tt0027781,tt0012407,tt0007649"
nm0641967,Barry O'Neil,1865,1918,"director,producer,writer","tt0004232,tt0005733,tt0004829,tt0003449"
nm0642005,George O'Neil,1898,1940,writer,"tt0024418,tt0028522,tt0026667,tt0029000"
nm0642150,Ella O'Neill,1885,1984,"writer,script_department,miscellaneous","tt0022811,tt0021781,tt0027259,tt33368396"
nm0642156,Eugene O'Neill,1888,1953,"writer,archive_footage","tt0026046,tt0040848,tt0023523,tt0260306"
nm0642166,Frank O'Neill,\N,1975,"actor,director","tt0016192,tt0134923,tt0021578,tt0197691"
nm0642436,E.S. O'Reilly,1880,1946,writer,tt0018383
nm0642603,Edith O'Shaughnessy,\N,\N,writer,"tt0016940,tt4791570"
nm0642722,Anthony O'Sullivan,1855,1920,"actor,director,writer","tt0383512,tt0363671,tt0383713,tt0254875"
nm0643138,Max Obal,1881,1949,"director,writer,actor","tt11006980,tt7363364,tt0018962,tt0229543"
nm0643212,Robert Ober,1881,1950,"actor,director,writer","tt0015624,tt0018616,tt0021559,tt0026351"
nm0643292,Hermann Oberländer,\N,\N,writer,"tt0023002,tt0025127"
nm0643375,André Obey,1892,1975,writer,"tt0013626,tt0169979,tt0194662,tt0039123"
nm0644610,George Washington Ogden,1871,1966,writer,"tt0012959,tt0012127,tt0016449"
nm0645060,Henning Ohlson,1884,1941,writer,"tt0139687,tt0019613,tt0015434,tt0030099"
nm0645138,Georges Ohnet,1848,1918,writer,"tt0013419,tt0007636,tt0024185,tt0024315"
nm0645735,Yulian Oksman,\N,\N,"writer,miscellaneous","tt0312390,tt0020353,tt0027554"
nm0646058,Sidney Olcott,1873,1949,"director,actor,writer","tt1791509,tt0182778,tt0015145,tt0006027"
nm0646163,Vera M. Oldham,1892,1973,writer,"tt0022753,tt0026195,tt0025712"
nm0647037,William Elwell Oliver,1894,1964,writer,"tt0014891,tt0156958,tt0422669"
nm0647478,Stanley Olmstead,1877,1939,writer,"tt0010495,tt0010481,tt0011557,tt0010054"
nm0647581,A.V. Olsen,1889,1980,"writer,miscellaneous,director","tt0298020,tt0445649,tt2233918,tt0022973"
nm0647652,Gustav Adolf Olsen,\N,\N,"director,writer,production_manager",tt0011361
nm0647763,Ole Olsen,1863,1943,"producer,director,cinematographer","tt0008100,tt0128813,tt0361094,tt0002646"
nm0648372,Roberto Omegna,1876,1948,"director,cinematographer,writer","tt0208441,tt0788162,tt1620520,tt0906574"
nm0648688,Byron Ongley,1876,1915,writer,"tt0023841,tt0009142,tt0037557,tt0017158"
nm0649097,Max Ophüls,1902,1957,"director,writer,producer","tt0042906,tt0028347,tt0048308,tt0045034"
nm0649155,E. Phillips Oppenheim,1866,1946,writer,"tt0016929,tt0004974,tt0025514,tt0022081"
nm0649162,James Oppenheim,1882,1932,writer,"tt0005408,tt0006547,tt0175661,tt0006846"
nm0649183,George Oppenheimer,1900,1977,"writer,soundtrack","tt0035531,tt0040076,tt0030031,tt0042275"
nm0649429,Attila Orbók,1887,1964,writer,"tt0029659,tt0149320,tt0385545,tt0033125"
nm0649477,William Dana Orcutt,\N,\N,writer,tt0008321
nm0649478,Baroness Emmuska Orczy,1865,1947,"writer,script_department","tt1746255,tt12935368,tt0019501,tt0025748"
nm0649572,Ryszard Ordynski,1878,1953,"director,actor,writer","tt0035446,tt1158896,tt0022601,tt0027290"
nm0649910,Risto Orko,1899,2001,"producer,production_manager,director","tt0024377,tt0121369,tt0081796,tt0139692"
nm0649913,B. Harrison Orkow,1896,1988,writer,"tt0031117,tt0035564,tt0036611,tt0021493"
nm0650201,Felix Orman,1882,1933,"writer,director","tt0197695,tt0013182"
nm0650270,James Ormont,1881,1962,"writer,producer,director","tt0009407,tt0015596,tt0017510,tt0156958"
nm0650338,Samuel Ornitz,1890,1957,"writer,archive_footage","tt0029054,tt0027611,tt0029880,tt0028793"
nm0650553,Gertrude Orr,1891,1971,"writer,script_department","tt0029961,tt0030763,tt0016658,tt0016642"
nm0651000,Marion Orth,1900,1984,"writer,script_department","tt0015579,tt0032591,tt0030911,tt0018972"
nm0651015,Helmuth Orthmann,1889,\N,writer,"tt4907362,tt0280891,tt0018869,tt0440669"
nm0651357,J.O.C. Orton,1889,1962,"writer,director,assistant_director","tt0150219,tt0022564,tt0319159,tt0027590"
nm0651465,Eliza Orzeszkowa,1841,1910,writer,"tt1640698,tt0021729,tt0093595,tt0441074"
nm0651585,Paul Osborn,1901,1988,writer,"tt0048028,tt0052225,tt0050933,tt0040705"
nm0651630,Charles Osborne,\N,\N,writer,tt0005295
nm0651661,Hubert Osborne,1881,1958,writer,"tt0027630,tt0020977,tt0014852,tt0048171"
nm0651760,William Hamilton Osborne,1873,1942,writer,"tt0005802,tt0009151,tt0191256,tt0006754"
nm0651767,Lloyd Osbourne,1868,1947,writer,"tt0039133,tt0028817,tt0013095,tt0012438"
