nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0563706,Gino Mazzucchi,\N,\N,writer,"tt0023729,tt0022328,tt0024397,tt0024696"
nm0563997,Paul McAllister,1875,1955,"actor,writer,director","tt0020223,tt0016634,tt0017567,tt0008387"
nm0564610,Mary C. McCall Jr.,1904,1986,"writer,miscellaneous,actress","tt0036407,tt0029039,tt0026714,tt0021919"
nm0564946,Roy L. McCardell,1870,1961,"writer,actor,director","tt0005339,tt0011162,tt0997465,tt0008314"
nm0564970,Leo McCarey,1896,1969,"director,writer,producer","tt0050105,tt0036872,tt0028597,tt0037536"
nm0564971,Ray McCarey,1904,1948,"director,assistant_director,writer","tt0033279,tt0026756,tt0032045,tt0040384"
nm0565187,John P. McCarthy,1884,1962,"director,writer,actor","tt0025711,tt0196818,tt0012670,tt0028283"
nm0565199,Justin Huntly McCarthy,1860,1936,writer,"tt0041363,tt0021511,tt0049909,tt0030265"
nm0565402,Henry McCarty,1882,1954,"writer,director,assistant_director","tt0014574,tt0016158,tt0017074,tt0012948"
nm0565560,Winsor McCay,1871,1934,"writer,director,producer","tt0004008,tt0126880,tt0290005,tt0126913"
nm0565572,L.W. McChesney,\N,\N,writer,tt0010827
nm0565641,Jack McClaren,\N,\N,writer,tt0021003
nm0565852,Guthrie McClintic,1892,1961,"director,writer,assistant_director","tt0021211,tt0021207,tt0022226,tt0028511"
nm0565906,Lawrence McCloskey,1886,1935,"writer,director,camera_department","tt0008110,tt0007156,tt0193881,tt0159084"
nm0566214,J.W. McConaughty,\N,\N,"editor,writer","tt0017198,tt0015022"
nm0566271,Fred McConnell,1883,1962,"writer,producer,miscellaneous","tt0036439,tt0032879,tt0018320,tt0015812"
nm0566274,Guy McConnell,1878,1948,"writer,director","tt0181762,tt0011336,tt0168585,tt0012781"
nm0566338,Bernard McConville,1887,1961,"writer,script_department,editorial_department","tt0028776,tt0022742,tt0022813,tt0009621"
nm0566439,Frank M. McCormack,1878,1946,writer,\N
nm0566559,Langdon McCormick,1874,1954,writer,"tt0030800,tt0017379,tt0015423,tt0003730"
nm0566603,S. Barret McCormick,1890,1965,"miscellaneous,writer,actor","tt0005200,tt0013115,tt0215815"
nm0566645,Rufus McCosh,\N,\N,writer,"tt0018733,tt0019104,tt0019347,tt0018205"
nm0566745,Harry McCoy,1889,1937,"actor,writer,director","tt0017935,tt0024943,tt0891566,tt0020169"
nm0566752,Horace McCoy,1897,1955,"writer,actor,script_department","tt0025819,tt0023927,tt0046891,tt0044860"
nm0567346,George Barr McCutcheon,1866,1928,writer,"tt0088850,tt0014243,tt0016646,tt1493800"
nm0567351,John L. McCutcheon,1883,1953,director,"tt0015057,tt0014250,tt0484606,tt0403293"
nm0567363,Wallace McCutcheon,1861,1918,"director,cinematographer,writer","tt1459457,tt0234341,tt0231757,tt0233351"
nm0567615,J. McDonagh,\N,\N,writer,tt0001227
nm0567626,Paulette McDonagh,1901,1978,"director,writer,producer","tt0257223,tt0020757,tt0024708,tt0258567"
nm0568367,Jack McEdwards,\N,\N,writer,tt0020604
nm0568475,Donn McElwaine,1899,1958,"miscellaneous,writer,editor","tt0039405,tt0018698,tt0039168"
nm0568534,Bernard McEveety,1893,1971,"assistant_director,production_manager,director","tt0017656,tt0020027,tt0018580,tt0017701"
nm0568563,Charles McEvoy,1879,1929,"writer,director,producer","tt0005706,tt0022336,tt0344446,tt0005705"
nm0568571,J.P. McEvoy,1897,1958,writer,"tt0019933,tt0021371,tt0027456,tt0017004"
nm0568915,William C. McGann,1893,1977,"director,special_effects,cinematographer","tt0040506,tt0040897,tt0034375,tt0038984"
nm0568984,Wilbur McGaugh,1895,1965,"assistant_director,actor,director","tt0017465,tt0040379,tt0163830,tt0027161"
nm0569152,W.O. McGeehan,1879,1933,writer,tt0017300
nm0569213,Donald McGibney,1892,1956,writer,"tt0018515,tt0019590,tt0013754"
nm0569261,Lawrence B. McGill,1867,1928,"director,actor,writer","tt0003617,tt0009073,tt0184518,tt0183619"
nm0569466,Frank McGlynn Sr.,1866,1951,"actor,director,writer","tt0025410,tt0026174,tt0028108,tt0026641"
nm0569645,J.P. McGowan,1880,1952,"director,actor,writer","tt0008216,tt0013236,tt0023038,tt0012113"
nm0569646,Jack McGowan,1894,1977,"writer,actor","tt0033803,tt0027387,tt0024570,tt0032284"
nm0569658,John McGowan,\N,\N,writer,"tt0021879,tt0020956,tt0020227,tt0020984"
nm0569696,Robert A. McGowan,1901,1955,"writer,director,actor","tt0234674,tt0884069,tt0233829,tt0234372"
nm0569697,Robert F. McGowan,1882,1955,"director,producer,writer","tt0039443,tt2072049,tt0032572,tt0030771"
nm0569708,Stuart E. McGowan,1904,1999,"director,writer,producer","tt0121943,tt0039076,tt0038775,tt0044259"
nm0569805,Harold McGrath,1871,1932,writer,"tt0004336,tt0035256,tt0017270,tt0017676"
nm0569897,William McGrath,\N,\N,"writer,script_department","tt0023446,tt0024238"
nm0570130,James Kevin McGuinness,1893,1950,"writer,producer,miscellaneous","tt0026778,tt0042895,tt0021138,tt0018937"
nm0570305,William Anthony McGuire,1881,1940,"writer,producer","tt0027698,tt0029499,tt0023088,tt0024507"
nm0570313,Charles J. McGuirk,1888,1943,"writer,director,script_department","tt0007478,tt0007919,tt0020951,tt0020001"
nm0570633,Blanche MacIntosh,1877,1954,writer,"tt0011277,tt0231379,tt0321748,tt0011914"
nm0570985,James C. McKay,1894,1971,"editor,director,assistant_director","tt0018092,tt0007276,tt0010459,tt0016378"
nm0571205,Raymond McKee,1892,1984,"actor,director,soundtrack","tt0012949,tt0008159,tt0019743,tt0014690"
nm0571391,Martha Cnockhaert McKenna,\N,\N,writer,"tt0029108,tt0024161"
nm0571602,Robert McKenzie,1880,1949,"actor,writer,director","tt30831350,tt0177381,tt0356685,tt0020584"
nm0571782,Thomas McKimson,1907,1998,"animation_department,director","tt0024050,tt0023835,tt0023043,tt10971648"
nm0572153,John McLain,\N,\N,writer,tt0020459
nm0572460,Kate L. McLaurin,1885,1933,writer,"tt0021604,tt0017551,tt0009047,tt0014479"
nm0572610,May McLean,\N,\N,writer,\N
nm0572698,C.M.S. McLellan,1865,1916,"writer,soundtrack","tt0044408,tt0009918,tt0003056,tt0009108"
nm0572851,Norman Z. McLeod,1895,1964,"director,miscellaneous,writer","tt0031845,tt0026234,tt0023027,tt0036407"
nm0573137,George McManus,1884,1954,"writer,animation_department,actor","tt0042615,tt0040488,tt0041516,tt0038384"
nm0573743,Tom McNamara,1886,1964,"writer,director,assistant_director","tt0012396,tt0013885,tt0012307,tt0012215"
nm0573865,Allen McNeil,1893,1971,"editor,writer,actor","tt0036244,tt0102526,tt0018183,tt0019788"
nm0573937,Herman C. McNeile,1888,1937,writer,"tt0013902,tt0029952,tt0065009,tt0031054"
nm0574112,William Slavens McNutt,1885,1938,"writer,director","tt0026643,tt0023109,tt0032081,tt0021070"
nm0574383,Ada McQuillan,\N,\N,writer,"tt0133801,tt0017569,tt0018948,tt0019042"
nm0574737,Edward McWade,1865,1943,"actor,writer,director","tt0036613,tt0016123,tt0023629,tt0029658"
nm0575099,Edward J. Meagher,1887,1956,writer,"tt0017150,tt0127645,tt0018485,tt0016660"
nm0575163,Lottie M. Meaney,\N,\N,writer,tt0009481
nm0575197,H. Fowler Mear,1888,1985,writer,"tt0023145,tt0024054,tt0026531,tt0032306"
nm0575414,John P. Medbury,1893,1947,"writer,actor","tt0013547,tt0036528,tt0023013,tt0036466"
nm0575427,Russell G. Medcraft,1897,1962,"writer,actor","tt0028575,tt0024945,tt0027019,tt0036105"
nm0575716,José Medina,1894,1980,"director,writer,actor","tt0195204,tt0194734,tt0194816,tt0019900"
nm0575963,Aleksandr Medvedkin,1900,1989,"director,writer,assistant_director","tt0174990,tt0017961,tt0233453,tt0233318"
nm0576035,Elizabeth Meehan,1894,1967,"writer,actress","tt0024759,tt0037315,tt0035172,tt0020323"
nm0576043,James Leo Meehan,1891,1943,"director,writer,script_department","tt0132294,tt0014271,tt0246287,tt0017051"
nm0576046,John Meehan,1884,1954,"writer,script_department,miscellaneous","tt0020827,tt0029942,tt0026515,tt0022153"
nm0576055,Lew Meehan,1890,1951,"actor,writer,archive_footage","tt0020991,tt0172155,tt0025420,tt0246233"
nm0576338,Ethel Meglin,1890,1988,"producer,director,writer","tt0022049,tt0034089,tt0162196,tt33049943"
nm0576362,Roi Cooper Megrue,1882,1927,writer,"tt0016332,tt0022006,tt0007944,tt0120596"
nm0576830,Henri Meilhac,1831,1897,"writer,music_department,soundtrack","tt1727824,tt0178299,tt0017409,tt0046030"
nm0576867,Helen Meinardi,1909,1997,"writer,soundtrack","tt0029036,tt0030500,tt0033993,tt0030718"
nm0576901,Rudolf Meinert,1882,1943,"director,producer,writer","tt7474168,tt9750708,tt7279172,tt9842900"
nm0576940,Gus Meins,1893,1940,"director,writer,producer","tt0027840,tt0032425,tt0028678,tt0029318"
nm0577650,Austin Melford,1884,1971,"writer,actor,director","tt0168105,tt0026179,tt0024602,tt0036704"
nm0577654,George Melford,1877,1961,"director,actor,producer","tt0020116,tt0029071,tt0021828,tt0006327"
nm0577728,Weldon Melick,1907,\N,writer,"tt0019888,tt0031278,tt0019667,tt0020992"
nm0577734,Gaston Méliès,1852,1915,"producer,director,actor","tt0399512,tt1123935,tt2268248,tt0228141"
nm0578479,Herman Melville,1819,1891,"writer,miscellaneous,soundtrack","tt2124185,tt1297471,tt0017354,tt6934234"
nm0578507,Wilbert Melville,1892,1965,"director,writer,actor","tt0006007,tt0921784,tt0388332,tt0212907"
nm0578736,Leo Menardi,1903,1954,"writer,production_manager,director","tt0035000,tt0036248,tt0035656,tt0023874"
nm0578985,Lothar Mendes,1894,1974,"director,writer,actor","tt0029201,tt0030460,tt0130239,tt0473638"
nm0579004,Octavio Gabus Mendes,1906,1946,"writer,director,actor","tt0191297,tt0194675,tt0024049,tt0187372"
nm0579951,Gerhard Menzel,1894,1966,"writer,director,actor","tt0036649,tt0044098,tt0024027,tt0028974"
nm0580017,William Cameron Menzies,1896,1957,"art_director,director,art_department","tt0031381,tt0048960,tt0017822,tt0045917"
nm0580197,Louis Mercanton,1879,1932,"director,writer,actor","tt0339465,tt0007418,tt0020546,tt0004761"
nm0580384,Armand Mercier,\N,\N,writer,tt0017292
nm0580648,Bess Meredyth,1890,1969,"writer,actress,script_department","tt0020603,tt0026705,tt0009393,tt0019591"
nm0580879,Bernard Merivale,1882,1939,writer,"tt0017578,tt0150599,tt0028240,tt0168152"
nm0581002,Frank Merlin,1893,1968,"miscellaneous,actor,writer","tt0020925,tt0020433,tt0020604,tt0047761"
nm0581200,George M. Merrick,1883,1964,"producer,production_manager,writer","tt0030725,tt0026216,tt0027365,tt0011624"
nm0581217,Leonard Merrick,1864,1939,writer,"tt0012181,tt0022106,tt0011070,tt0009222"
nm0581388,Abraham Merritt,1884,1943,writer,"tt0020004,tt0027521,tt0063330"
nm0581683,Bannister Merwin,1873,1922,"writer,director","tt0152443,tt0216895,tt0339592,tt0332695"
nm0581690,Samuel Merwin,1874,1936,writer,"tt0012300,tt0007868,tt0011079,tt0019042"
nm0581721,Paul Merzbach,1888,1948,"writer,director,editor","tt0025435,tt0800122,tt0021848,tt0021783"
nm0582250,Otto Messmer,1892,1983,"director,miscellaneous,animation_department","tt0017871,tt0141018,tt0141058,tt0141025"
nm0582268,Oskar Messter,1866,1943,"producer,director,writer","tt2271557,tt0007534,tt0455216,tt0842932"
nm0582442,Blanche Metcalfe,\N,\N,writer,"tt0022030,tt0020337"
nm0582539,Alice A. Methley,1871,1934,writer,"tt0447055,tt0876525,tt0479465,tt0834570"
nm0582544,Svend Methling,1891,1977,"actor,director,writer","tt0045864,tt0125692,tt0126496,tt0126635"
nm0582786,Ernö Metzner,1892,1953,"art_director,costume_designer,production_designer","tt0020333,tt0024978,tt0020570,tt0019616"
nm0583206,Johannes Meyer,1888,1976,"director,writer,assistant_director","tt0031264,tt0441559,tt0265644,tt0234640"
nm0583214,Joseph Meyer,1894,1987,"music_department,writer,soundtrack","tt0352248,tt0097123,tt0101452,tt0109348"
nm0583431,Wilhelm Meyer-Förster,1862,1934,writer,"tt0047537,tt0013829,tt0052551,tt5061902"
nm0583462,Vsevolod Meyerhold,1874,1940,"actor,director,writer","tt0005915,tt0008574,tt1297329,tt0018686"
nm0584273,Sophus Michaëlis,1865,1932,writer,"tt0008100,tt0129339,tt0350950,tt0030677"
nm0584778,Oscar Micheaux,1884,1951,"writer,director,producer","tt0011870,tt0139632,tt0031999,tt0021844"
nm0584880,Marc Michel,1812,1868,writer,"tt0018826,tt0018523,tt0014897,tt0194127"
nm0585128,Miriam Michelson,1870,1942,writer,"tt0008880,tt0003006"
nm0585178,Grace Sanderson Michie,1893,1970,"writer,miscellaneous","tt0013981,tt0015205,tt0014732"
nm0585405,Sabino Antonio Micón,\N,\N,"writer,director,actor","tt0037163,tt0017193,tt0020625,tt0037699"
nm0585461,Robert Middlemass,1883,1949,"actor,writer,soundtrack","tt0026047,tt0035679,tt0029297,tt0142953"
nm0585494,Edgar C. Middleton,1894,1939,writer,"tt0021716,tt0197041,tt0022277,tt0020325"
nm0585495,Edwin Middleton,1865,1929,"director,actor,writer","tt0013479,tt0006291,tt0005330,tt0006758"
nm0585502,George Middleton,1880,1967,writer,"tt0008790,tt0008007,tt0008084,tt0008592"
nm0585785,Hans Mierendorff,1882,1955,"actor,producer,director","tt0009122,tt0338053,tt7395394,tt0812355"
nm0585904,Philip Verrill Mighels,\N,\N,writer,"tt0010943,tt0419171"
nm0585931,Adelqui Migliar,1891,1956,"actor,director,writer","tt0122901,tt0326973,tt0015576,tt0338323"
nm0586120,Jean Mihail,1896,1963,"director,writer,assistant_director","tt0023354,tt0015206,tt0173357,tt0141784"
nm0586267,István Mihály,1892,1945,"writer,miscellaneous,music_department","tt0241534,tt0240858,tt0025295,tt0241337"
nm0586474,Andrey Mikhaylovsky,\N,\N,writer,"tt0239667,tt0820132,tt21848648,tt0235106"
nm0586506,Boris Mikhin,1879,1963,"director,production_designer,writer","tt0250605,tt21799386,tt0016570,tt0260203"
nm0586560,Ejnar Mikkelsen,1880,1971,writer,"tt13873302,tt0020861,tt0019907,tt0341811"
nm0586690,Kálmán Mikszáth,1847,1910,writer,"tt0074755,tt0052263,tt0054128,tt0024715"
nm0586910,Albert Millaud,1844,1892,"writer,soundtrack","tt0046030,tt0022112,tt0174972,tt0132300"
nm0587073,Carlton Miles,1884,1954,writer,"tt0024238,tt0034959"
nm0587277,Lewis Milestone,1895,1980,"director,writer,producer","tt0020629,tt0018515,tt0056264,tt0038988"
nm0587612,Warren Millais,\N,\N,"director,actor","tt0024113,tt0011858"
nm0587754,Harry F. Millarde,1885,1931,"actor,director,producer","tt0013696,tt0013419,tt0826112,tt0008945"
nm0587829,Rube Miller,1886,1927,"actor,director,writer","tt0773071,tt0436937,tt0243946,tt0450712"
nm0587867,Allen C. Miller,\N,\N,writer,tt0022827
nm0587927,Arthur H. Miller,1874,1935,writer,"tt0024653,tt0168060,tt0005659"
nm0587929,Ashley Miller,1867,1949,"director,writer,animation_department","tt0008315,tt0176852,tt0158877,tt0004529"
nm0587930,Ashley Ayer Miller,\N,\N,writer,tt0021599
nm0588056,Charles Miller,1857,1936,"director,actor,miscellaneous","tt0008851,tt0191259,tt0009106,tt0157484"
nm0588338,Francis Trevelyan Miller,1877,1959,"director,writer","tt0010061,tt0006593"
nm0588341,Frank Miller,1891,1950,"writer,director,actor","tt2014183,tt0321873,tt0145890,tt0164957"
nm0588351,Fred Miller,\N,\N,"actor,writer","tt0009682,tt0014192,tt0010766,tt0164890"
nm0588467,Helen Topping Miller,\N,\N,writer,tt0022094
nm0588505,J. Clarkson Miller,1889,1966,writer,"tt0184631,tt0017202,tt0008861,tt0184569"
nm0588865,M.A. Miller,\N,\N,writer,tt0010134
nm0588943,Max Miller,1899,1967,writer,"tt0024151,tt0024101,tt0055424"
nm0589316,Seton I. Miller,1902,1974,"writer,producer,script_department","tt0029843,tt0023427,tt2788732,tt0039235"
nm0589616,Bertram Millhauser,1892,1958,"writer,miscellaneous,producer","tt0036959,tt0026225,tt0014920,tt0012870"
nm0590102,Marilyn Mills,1903,1956,"actress,producer,writer","tt0016453,tt0017465,tt0018112,tt0179512"
nm0590306,Rashel Milman,\N,\N,"director,writer,assistant_director","tt0023662,tt0256830,tt0256208,tt0249048"
nm0590316,A.A. Milne,1882,1956,"writer,soundtrack,archive_footage","tt4575576,tt1449283,tt0076363,tt0051312"
nm0590361,Peter Milne,1896,1968,"writer,script_department,miscellaneous","tt0039080,tt0028941,tt0019783,tt0018692"
nm0590694,Meyrick Milton,1862,\N,"director,writer,producer","tt0176053,tt0164140,tt1679563,tt0007658"
nm0590701,Robert Milton,1885,1956,"director,writer,miscellaneous","tt0012371,tt0021798,tt0019758,tt0025439"
nm0590737,Jo Milward,1898,1973,writer,"tt0028782,tt0021932"
nm0591069,Frederick Arthur Mindlin,\N,\N,writer,"tt0017238,tt0017476"
nm0591173,Worthington Miner,1900,1982,"producer,writer,director","tt0046623,tt0446859,tt0025384,tt0444741"
nm0591753,C.B. Minty,\N,\N,writer,tt0010532
nm0591791,Sam Mintz,1897,1957,writer,"tt0022397,tt0027473,tt0021055,tt0018662"
nm0592203,Sergio Miranda,\N,\N,writer,"tt4039922,tt0011923"
nm0592217,Tom Miranda,1886,1962,"writer,director,editor","tt0013674,tt0018951,tt0016601,tt0012263"
nm0592238,Yves Mirande,1876,1957,"writer,director,actor","tt0036575,tt0193982,tt0144126,tt0191277"
nm0593180,Bruce Mitchell,1880,1952,"actor,director,writer","tt0018483,tt0014857,tt0016382,tt0022371"
nm0593282,Dodson Mitchell,1868,1939,"actor,writer","tt0014800,tt0021304,tt0003792,tt0006679"
nm0593292,Dora Mitchell,1891,1970,"writer,actress","tt0406263,tt0009978"
nm0593309,Edmund Mitchell,1861,1917,"writer,director","tt0005644,tt0191263,tt0215482,tt0399737"
nm0593331,Frances Marian Mitchell,\N,\N,writer,tt0011232
nm0593392,Howard M. Mitchell,1883,1958,"actor,director,writer","tt0012479,tt0017699,tt0014255,tt0012415"
nm0593462,John Ames Mitchell,\N,\N,writer,tt0013802
nm0593477,Joseph A. Mitchell,1866,1950,writer,"tt0015324,tt0015163,tt0014341,tt0016332"
nm0593628,Norma Mitchell,1884,1967,"writer,actress","tt0033117,tt0024781,tt0036105,tt0017778"
nm0593671,Rhea Mitchell,1890,1957,"actress,writer","tt0007454,tt0005002,tt0005209,tt0010476"
nm0593703,Ruth Comfort Mitchell,\N,\N,writer,"tt0016998,tt0157410,tt0017400,tt0012566"
nm0593732,Sidney Mitchell,\N,\N,writer,tt0024576
nm0593775,Thomas Mitchell,1892,1962,"actor,writer,miscellaneous","tt0031971,tt0031381,tt0038650,tt0031679"
nm0594177,Leo Mittler,1893,1958,"director,writer","tt0035937,tt0209346,tt0141539,tt0160778"
nm0594291,Tom Mix,1880,1940,"actor,director,writer","tt0015750,tt0013607,tt0346144,tt0016939"
nm0594313,Emmett Mixx,1869,\N,writer,"tt0008735,tt0176328,tt0176842,tt0157754"
nm0594594,Wilson Mizner,1876,1933,"writer,actor","tt0024339,tt0022775,tt0024090,tt0176923"
nm0594701,Ayame Mizushima,\N,\N,writer,"tt0499144,tt12264100,tt0021014,tt1163828"
nm0595002,Vilhelm Moberg,1898,1973,"writer,archive_footage","tt0038274,tt0031374,tt0037897,tt0053781"
nm0595361,Thor Modéen,1898,1950,"actor,writer,director","tt0027297,tt0023771,tt0024829,tt0016910"
nm0595569,Edward Moffat,1876,1944,writer,tt0009544
nm0595630,Cleveland Moffett,1863,1926,writer,"tt0011693,tt0133802,tt0005764,tt0011291"
nm0595654,Jack Moffitt,1901,1969,writer,"tt0028844,tt0028004,tt0039750,tt0037166"
nm0595655,Jefferson Moffitt,1887,1954,"writer,director,archive_footage","tt0027840,tt0018951,tt0014011,tt0016951"
nm0595768,Luis Moglia Barth,1903,1984,"director,writer,producer","tt0024642,tt0194790,tt0195439,tt0194818"
nm0596218,Alexander Moissi,1879,1935,"actor,director,archive_footage","tt0020071,tt0356771,tt0332048,tt0012344"
nm0596251,Hella Moja,1896,1951,"actress,producer,writer","tt0803001,tt0332048,tt1058756,tt1058734"
nm0596410,Gustaf Molander,1888,1973,"director,writer,actor","tt0025832,tt0030337,tt0040330,tt0027062"
nm0596413,Harald Molander,1858,1900,writer,"tt0012422,tt34586966"
nm0596442,Christian Molbech,1821,1888,writer,tt0016564
nm0596942,Molière,1622,1673,"writer,miscellaneous,soundtrack","tt0154249,tt0017448,tt0026069,tt0022129"
nm0597175,Ferenc Molnár,1878,1952,"writer,miscellaneous,actor","tt0837787,tt0035415,tt0039484,tt0021931"
nm0597330,Arturo S. Mom,1893,1965,"writer,director,producer","tt1448473,tt0191855,tt0191772,tt0026727"
nm0597995,William V. Mong,1875,1940,"actor,writer,director","tt0006681,tt0168581,tt0001746,tt0013824"
nm0598293,G. Monleone,\N,\N,writer,tt0003102
nm0598749,Ivor Montagu,1904,1984,"producer,director,writer","tt0025452,tt0017075,tt0413316,tt0040761"
nm0598775,John Montague,\N,\N,writer,"tt0012207,tt0011969,tt0012046,tt0012433"
nm0598780,Margaret Prescott Montague,1878,1955,writer,"tt0012995,tt0011674,tt0145550,tt0020099"
nm0598805,Edward J. Montaigne,1885,1932,"miscellaneous,script_department,writer","tt0020402,tt0017739,tt0020080,tt0019315"
nm0599386,Xavier de Montépin,1823,1902,writer,"tt0432597,tt0159668,tt0194991,tt0943469"
nm0599770,Earl Montgomery,1894,1966,"actor,writer,director","tt0017433,tt0862798,tt0416012,tt0419795"
nm0599772,Edward Poor Montgomery,1901,\N,writer,"tt0023960,tt0422268"
nm0599800,James Montgomery,1878,1966,writer,"tt0032638,tt0033963,tt0020227,tt0329133"
nm0599844,Lucy Maud Montgomery,1874,1942,"writer,archive_footage","tt0098900,tt0135727,tt0009879,tt3186216"
nm0600407,Carlos Luis Monzón,\N,\N,director,tt0016970
nm0600543,William Vaughn Moody,1869,1910,"writer,actor","tt0019945,tt0012149,tt0021728,tt0005416"
nm0600580,Lewis H. Moomaw,1889,1980,"director,producer,writer","tt0014770,tt0012229,tt0016470,tt0016879"
nm0600641,Lorna Moon,1886,1930,"writer,script_department","tt0012117,tt0021148,tt0013693,tt0017508"
nm0600938,Betty Moore,\N,\N,writer,"tt0019668,tt0134721"
nm0601002,Carlyle Moore,1875,1924,"writer,assistant_director","tt0011734,tt0006104,tt0014569,tt0009050"
nm0601061,Clement Moore,1779,1863,"writer,soundtrack","tt38235385,tt29195445,tt0002392,tt33305425"
nm0601190,Eugene Moore,\N,\N,"director,actor","tt0005745,tt0008445,tt0003058,tt0005744"
nm0601257,Granville Moore,\N,\N,writer,tt0022876
nm0601657,Milton Moore,1884,1956,"cinematographer,writer,special_effects","tt0017395,tt0011812,tt0014972,tt0009304"
nm0601698,Owen Moore,1884,1939,"actor,director,writer","tt0029606,tt0004961,tt0021224,tt0024548"
nm0601940,Thomas Moore,1779,1852,"writer,soundtrack","tt0048281,tt1386588,tt0107007,tt3281548"
nm0602007,Victoria Moore,\N,\N,writer,"tt0018878,tt0018001,tt0018723,tt0016203"
nm0602009,Vin Moore,1879,1949,"director,actor,writer","tt0027546,tt0032666,tt0026018,tt0020058"
nm0602839,Eddie Moran,1899,1987,"writer,actor","tt0027148,tt0036540,tt0014832,tt0030442"
nm0603008,Paul Morand,1888,1976,"writer,actor","tt0023956,tt0204285,tt0039938,tt0015200"
nm0603096,Milburn Morante,1887,1964,"actor,director,make_up_department","tt0013036,tt0016719,tt0027488,tt0016545"
nm0603163,Leandro Fernández de Moratín,1760,1828,writer,"tt0017193,tt0455283,tt1979670,tt0415421"
nm0603447,Émile Moreau,1877,1959,writer,"tt1000092,tt0016065,tt0178728,tt0007801"
nm0603491,Ward Morehouse,1895,1966,"writer,actor","tt0026535,tt0022751,tt0022676,tt0019920"
nm0603875,Antonio Moreno,1887,1967,"actor,director,archive_footage","tt0017449,tt0046876,tt0014499,tt0018033"
nm0604089,Manuel Moreno,1908,1992,"animation_department,writer,director","tt0025332,tt0142929,tt0142379,tt0142883"
nm0604239,Eduardo Morera,1906,1997,"director,writer,actor","tt3197278,tt0191794,tt0178264,tt0192155"
nm0604250,G.H. Moresby-White,\N,1955,"writer,director,editor","tt1661464,tt1661345,tt0023845,tt0024037"
nm0604491,Beatrice Burton Morgan,1894,1983,"writer,actress","tt0005418,tt0019107,tt0016972,tt0013031"
nm0604526,Byron Morgan,1889,1963,"writer,actor,script_department","tt0020498,tt0012768,tt0015359,tt0024024"
nm0604643,Ernst Morgan,1902,1957,"actor,writer","tt0021553,tt0228269,tt0022553,tt0023530"
nm0604679,George Morgan,1854,1936,"writer,actor,director","tt0010408,tt0023038,tt0020272,tt0023150"
nm0604759,Joan Morgan,1905,2004,"actress,writer,archive_footage","tt0173775,tt0011404,tt0173373,tt0432117"
nm0604835,Leota Morgan,\N,\N,writer,"tt0019271,tt0014250,tt0014017,tt0189434"
nm0604940,Paul Morgan,1886,1938,"actor,writer,soundtrack","tt0022566,tt0017909,tt0448526,tt0017050"
nm0604959,R.R. Morgan,1895,1958,writer,"tt0022753,tt0025712"
nm0605034,Sidney Morgan,1874,1946,"director,writer,producer","tt0147049,tt0186697,tt0343073,tt0021953"
nm0605942,Camille de Morlhon,1869,1952,"director,writer","tt0333609,tt12588158,tt0339681,tt0431026"
nm0606092,Oliver Morosco,1875,1945,"producer,writer,miscellaneous","tt0005056,tt0021394,tt0005588,tt0006830"
nm0606094,Walter Morosco,1898,1948,"producer,writer,director","tt0017548,tt0017391,tt0021073,tt0016972"
nm0606106,John A. Moroso,1874,1957,writer,"tt0312692,tt0135483,tt0017898,tt0184547"
nm0606514,Edwin Bateman Morris,1881,1971,writer,"tt0016146,tt0021550"
nm0606561,Gordon Morris,1898,1940,writer,"tt0024174,tt0023480,tt0025016,tt0027156"
nm0606563,Gouverneur Morris,1876,1953,writer,"tt0011904,tt0017457,tt0011565,tt0023181"
nm0606791,Maurice Morris,\N,\N,writer,tt0005354
nm0606871,Ramsay Morris,\N,1917,writer,"tt0013436,tt0007129"
nm0606878,Reggie Morris,1886,1928,"director,actor,writer","tt0016947,tt0018937,tt0349298,tt0350125"
nm0607378,Edward Morrissey,\N,\N,director,"tt0010575,tt0138832,tt0008122,tt0231657"
nm0607576,Wilbur Morse Jr.,1903,\N,"writer,miscellaneous","tt0019684,tt0019776"
nm0607583,Brewster Morse,1903,1958,writer,"tt0012078,tt0011295,tt0020959,tt0029391"
nm0607713,Petre Morskoi,1895,1956,"actor,writer,assistant_director","tt0019496,tt0260306,tt0264627,tt0259436"
nm0607864,Edmund Mortimer,1874,1944,"actor,director,writer","tt0013893,tt0014028,tt0015578,tt0015114"
nm0608054,Michael Morton,1862,1931,"writer,miscellaneous","tt0014963,tt0015508,tt0123205,tt0020602"
nm0608487,Frank Moser,1886,1964,"animation_department,director,producer","tt0149787,tt0150504,tt0149978,tt0403081"
nm0608805,Ivan Moskvin,1874,1946,"actor,director,archive_footage","tt0015997,tt0013501,tt0019766,tt21419606"
nm0608970,Geoffrey Moss,1886,\N,writer,"tt0015018,tt0020104"
nm0609678,Alfred Moul,1852,1924,director,tt0000121
nm0610207,André Mouëzy-Éon,1880,1967,"writer,actor,producer","tt0038057,tt0187686,tt0019480,tt0021132"
nm0610277,William Byron Mowery,\N,\N,writer,"tt0019317,tt0030225,tt36998851,tt0029287"
nm0610620,Ivan Mozzhukhin,1889,1939,"actor,writer,director","tt0194666,tt0015801,tt0191246,tt0015036"
nm0611124,Karl Mueller-Hagens,\N,\N,"director,writer","tt0026763,tt0842731,tt0446922,tt8475848"
