tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0017229,movie,The Old Soak,The Old Soak,0,1926,\N,80,"Adventure,Comedy,Crime",nm0806143,"nm0448981,nm0549905",5.2,16
tt0017231,short,On the Front Page,On the Front Page,0,1926,\N,22,"Comedy,Short",nm0663613,"nm0491048,nm0663613",5.8,199
tt0017233,movie,One Minute to Play,One Minute to Play,0,1926,\N,74,"Action,Drama,Romance",nm0939992,nm0604526,6.8,35
tt0017234,movie,One Punch O'Day,One Punch O'Day,0,1926,\N,50,"Action,Drama",nm0113693,nm0843364,4.2,16
tt0017235,movie,The Only Way,The Only Way,0,1925,\N,100,"Adventure,Drama",nm0928214,"nm0002042,nm0519265,nm0932645",5.4,20
tt0017242,movie,Padlocked,Padlocked,0,1926,\N,70,"Drama,Romance",nm0245385,"nm0063492,nm0306731,nm0357929",7.3,52
tt0017243,movie,The Palace of Pleasure,The Palace of Pleasure,0,1926,\N,60,"Action,Adventure,Drama",nm0283444,"nm0666741,nm0322227,nm0454513",4.7,23
tt0017244,movie,The Palm Beach Girl,The Palm Beach Girl,0,1926,\N,70,"Adventure,Comedy,Romance",nm0448915,"nm0367814,nm0604526,nm0357028",6.1,22
tt0017246,movie,Pals in Paradise,Pals in Paradise,0,1926,\N,75,"Action,Adventure,Crime",nm0782707,"nm0477437,nm0728519,nm0448978",5.9,28
tt0017248,movie,The Armored Vault,Das Panzergewölbe,0,1926,\N,108,"Action,Crime",nm0681726,"nm0105734,nm0681726",7.1,13
tt0017251,movie,Paris,Paris,0,1926,\N,67,"Drama,Romance",nm0332539,"nm0267868,nm0332539,nm0933133",2.5,202
tt0017252,movie,Paris at Midnight,Paris at Midnight,0,1926,\N,70,Drama,nm0394399,"nm0547966,nm0051304",5.4,40
tt0017253,movie,Parovoz No. 10006,Parovoz No. 10006,0,1926,\N,\N,\N,nm0474487,\N,2.5,18
tt0017254,movie,Partners Again,Partners Again,0,1926,\N,60,Comedy,nm0454771,"nm0321980,nm0329136,nm0547966",5.2,21
tt0017259,movie,Perils of the Coast Guard,Perils of the Coast Guard,0,1926,\N,56,"Action,Adventure,Crime",nm0002177,nm0622435,6.2,25
tt0017261,short,Pete's Haunted House,Pete's Haunted House,0,1926,\N,6,"Animation,Comedy,Short",nm0487237,\N,6.5,39
tt0017265,movie,The Phantom of the Forest,The Phantom of the Forest,0,1926,\N,60,"Action,Adventure,Drama",nm0565402,"nm0204614,nm0878982",5.2,28
tt0017266,movie,Pilar Guerra,Pilar Guerra,0,1926,\N,62,Drama,nm0118272,"nm0118272,nm0246423",5.9,28
tt0017267,short,The Pinnacle Rider,The Pinnacle Rider,0,1926,\N,\N,"Short,Western",nm0943758,nm0075318,5.2,22
tt0017268,short,A Plantation Act,A Plantation Act,0,1926,\N,10,"Music,Short",nm0741195,\N,5.6,285
tt0017269,short,Playing with Fire,Playing with Fire,0,1926,\N,7,"Animation,Comedy,Short","nm0101038,nm0279404",nm0279404,6.3,40
tt0017271,movie,By the Law,Po zakonu,0,1926,\N,80,"Action,Drama,Mystery",nm0474487,"nm0474487,nm0518711,nm0794531",7.6,1330
tt0017272,movie,Poker Faces,Poker Faces,0,1926,\N,80,Comedy,nm0689471,"nm0031033,nm0114266,nm0291408",6.8,47
tt0017279,short,Predatel,Predatel,0,1926,\N,22,"Drama,Short",nm0740282,"nm0631988,nm0794531",6.6,39
tt0017280,short,Overture: Tannhäuser,Overture: Tannhäuser,0,1926,\N,10,"Music,Short",nm0005692,\N,6.0,57
tt0017291,short,A Prodigal Bridegroom,A Prodigal Bridegroom,0,1926,\N,18,"Comedy,Short","nm0045800,nm0734931","nm0269679,nm0317319,nm0344390,nm0381902,nm0566745,nm0595655,nm0784407",6.0,43
tt0017292,movie,The Prey of the Wind,La proie du vent,0,1927,\N,90,"Drama,Romance",nm0163229,"nm0163229,nm0580384",6.6,139
tt0017293,movie,Three Thieves,Protsess o tryokh millionakh,0,1926,\N,66,Comedy,nm0698839,"nm0636534,nm0698839,nm0877201",7.1,206
tt0017300,movie,The Quarterback,The Quarterback,0,1926,\N,80,"Comedy,Drama,Sport",nm0628345,"nm0574112,nm0569152,nm0365222",6.6,31
tt0017304,movie,Racing Romance,Racing Romance,0,1926,\N,60,"Action,Adventure,Crime",nm0113693,nm0843364,5.2,23
tt0017305,movie,Raggedy Rose,Raggedy Rose,0,1926,\N,56,"Comedy,Romance",nm0908831,"nm0361882,nm0491048,nm0779480,nm0832584,nm0888396,nm0907778,nm0946756",6.7,111
tt0017307,movie,The Rainmaker,The Rainmaker,0,1926,\N,50,Drama,nm0046082,"nm0064595,nm0510024,nm0521002",7.0,21
tt0017309,movie,Ranson's Folly,Ranson's Folly,0,1926,\N,78,"Drama,Western",nm0646058,"nm0205343,nm0371771",4.9,56
tt0017311,movie,The Rat,The Rat,0,1925,\N,70,Crime,nm0194031,"nm0171887,nm0194031,nm0637040",6.9,84
tt0017316,movie,Red Blood,Red Blood,0,1925,\N,57,"Drama,Western",nm0569645,nm0244212,7.3,35
tt0017321,movie,A Regular Scout,A Regular Scout,0,1926,\N,60,"Action,Adventure,Drama",nm0456634,"nm0654570,nm0456634",4.5,38
tt0017324,short,Ridin' for Love,Ridin' for Love,0,1926,\N,25,"Action,Adventure,Romance",nm0943758,"nm0943758,nm0615088",5.3,17
tt0017325,movie,Riding Romance,Riding Romance,0,1925,\N,55,"Drama,Western",nm0569645,"nm0075318,nm0244212",6.1,23
tt0017326,movie,Risky Business,Risky Business,0,1926,\N,86,"Comedy,Romance",nm0002118,"nm0102818,nm0228693,nm0469166",6.7,33
tt0017327,movie,The Road Agent,The Road Agent,0,1926,\N,55,"Drama,Western",nm0569645,nm0768362,4.8,19
tt0017328,movie,The Road to Glory,The Road to Glory,0,1926,\N,93,Drama,nm0001328,"nm0001328,nm0726588",6.9,64
tt0017329,movie,The Road to Mandalay,The Road to Mandalay,0,1926,\N,70,Drama,nm0115218,"nm0115218,nm0165470,nm0267868,nm0542534,nm12325780",6.3,267
tt0017330,movie,The Roaring Rider,The Roaring Rider,0,1926,\N,\N,"Drama,Western",nm0861703,"nm0054977,nm0120762",5.2,24
tt0017335,short,A Roman Scandal,A Roman Scandal,0,1926,\N,\N,"Animation,Comedy,Short","nm0101038,nm0279404",nm0279404,5.2,19
tt0017338,movie,The Knight of the Rose,Der Rosenkavalier,0,1925,\N,105,Comedy,nm0927468,"nm0626326,nm0927468,nm0902446",6.0,144
tt0017339,movie,The Runaway Express,The Runaway Express,0,1926,\N,60,"Action,Adventure,Drama",nm0781292,"nm0817336,nm0072911",4.1,26
tt0017340,movie,The Runaway,The Runaway,0,1926,\N,69,Drama,nm0210352,"nm0118329,nm0494673",4.0,36
tt0017346,movie,Satan Town,Satan Town,0,1926,\N,63,"Drama,Western",nm0607864,"nm0102250,nm0413821",7.2,12
tt0017347,short,Saturday Afternoon,Saturday Afternoon,0,1926,\N,30,"Comedy,Short",nm0250034,"nm0727999,nm0001008,nm0317319",6.3,369
tt0017349,movie,Say It Again,Say It Again,0,1926,\N,80,"Comedy,Romance",nm0478441,"nm0295498,nm0365222,nm0715564",4.0,15
tt0017350,movie,The Scarlet Letter,The Scarlet Letter,0,1926,\N,115,Drama,nm0803705,"nm0370426,nm0547966",7.6,2126
tt0017353,movie,Scotty of the Scouts,Scotty of the Scouts,0,1926,\N,200,"Action,Adventure,Mystery",nm0941562,nm0227062,5.2,26
tt0017354,movie,The Sea Beast,The Sea Beast,0,1926,\N,136,"Action,Adventure,Fantasy",nm0916224,"nm0578479,nm0580648,nm0400912,nm0905937",6.3,231
tt0017355,short,A Sea Dog's Tale,A Sea Dog's Tale,0,1926,\N,11,"Comedy,Short",nm0520419,"nm0317319,nm0377194,nm0810256,nm0926171",5.3,77
tt0017356,movie,Sea Horses,Sea Horses,0,1926,\N,70,"Drama,Romance",nm0245385,"nm0306731,nm0357929,nm0949543",4.9,23
tt0017358,movie,The Sea Wolf,The Sea Wolf,0,1926,\N,70,"Adventure,Drama",nm0408433,"nm0018470,nm0518711",3.0,21
tt0017366,movie,Senor Daredevil,Senor Daredevil,0,1926,\N,70,"Drama,Western",nm0736610,nm0413821,5.5,25
tt0017367,movie,The Set-Up,The Set-Up,0,1926,\N,55,"Action,Adventure,Drama",nm0807742,"nm0420203,nm0414428",6.8,29
tt0017372,movie,"Stride, Soviet!","Shagay, sovet!",0,1926,\N,65,Documentary,nm0895048,nm0895048,6.5,272
tt0017374,movie,The Shamrock Handicap,The Shamrock Handicap,0,1926,\N,66,"Drama,Romance",nm0000406,"nm0477437,nm0681886,nm0831958",6.2,237
tt0017376,movie,The Sixth Part of the World,Shestaya chast mira,0,1926,\N,68,Documentary,nm0895048,nm0895048,7.1,654
tt0017378,movie,The Overcoat,Shinel,0,1926,\N,84,Drama,"nm0468882,nm0871185","nm0324690,nm0879029",6.7,439
tt0017379,movie,Shipwrecked,Shipwrecked,0,1926,\N,74,"Adventure,Drama,Romance",nm0376221,"nm0566559,nm0288986,nm0795851,nm0102167",6.8,29
tt0017380,short,Shivering Spooks,Shivering Spooks,0,1926,\N,20,"Comedy,Family,Short",nm0569697,"nm0730018,nm0907778",6.6,79
tt0017382,movie,The Show-Off,The Show-Off,0,1926,\N,82,"Comedy,Drama",nm0820461,"nm0446403,nm0172074",6.7,365
tt0017384,movie,The Sign of the Claw,The Sign of the Claw,0,1926,\N,60,"Adventure,Drama",nm0247484,nm0808586,5.6,71
tt0017385,movie,Silence,Silence,0,1926,\N,62,"Crime,Drama,Romance",nm0432216,"nm0545730,nm0228693,nm0589616",6.3,48
tt0017386,movie,The Silent Flyer,The Silent Flyer,0,1926,\N,\N,"Action,Adventure,Drama",nm0185714,nm0604679,2.6,28
tt0017388,movie,The Silent Lover,The Silent Lover,0,1926,\N,70,"Adventure,Romance",nm0002179,"nm0083742,nm0933133",5.2,21
tt0017399,movie,With Sitting Bull at the Spirit Lake Massacre,With Sitting Bull at the Spirit Lake Massacre,0,1927,\N,75,"Drama,Western",nm0102908,nm0019836,5.6,41
tt0017400,movie,A Six Shootin' Romance,A Six Shootin' Romance,0,1926,\N,53,"Drama,Romance,Western","nm0416258,nm0807742","nm0416258,nm0593703",5.2,23
tt0017401,movie,Skinner's Dress Suit,Skinner's Dress Suit,0,1926,\N,70,"Comedy,Romance",nm0782682,"nm0031033,nm0230208,nm0853042",7.0,234
tt0017405,short,Slipping Wives,Slipping Wives,0,1927,\N,23,"Comedy,Short",nm0347451,"nm0730018,nm0907778",5.9,720
tt0017406,short,Smith's Baby,Smith's Baby,0,1926,\N,\N,"Comedy,Short",nm0166836,"nm0012148,nm0317319,nm0372698,nm0810256",6.2,27
tt0017408,movie,Snowed In,Snowed In,0,1926,\N,200,"Action,Adventure,Mystery",nm0071560,nm0808230,5.4,24
tt0017409,movie,So This Is Paris,So This Is Paris,0,1926,\N,60,Comedy,nm0523932,"nm0576830,nm0021283,nm0473134,nm0906080,nm0394267",7.1,888
tt0017410,movie,So's Your Old Man,So's Your Old Man,0,1926,\N,67,"Comedy,Romance",nm0478441,"nm0834080,nm0588505,nm0736911",6.5,264
tt0017411,movie,A Social Celebrity,A Social Celebrity,0,1926,\N,70,Comedy,nm0820461,"nm0070361,nm0172074,nm0441601",6.6,27
tt0017414,short,Soldier Man,Soldier Man,0,1926,\N,33,"Comedy,Short",nm0250034,"nm0001008,nm0317319,nm0727999",7.2,112
tt0017416,movie,The Son of the Sheik,The Son of the Sheik,0,1926,\N,68,"Adventure,Drama,Romance",nm0280463,"nm0401423,nm0547966,nm0208691,nm0547938,nm0809548",6.5,2248
tt0017418,movie,Sorok pervyy,Sorok pervyy,0,1927,\N,66,"Drama,War",nm0698839,"nm0492239,nm0503066",6.9,187
tt0017419,movie,The Sorrows of Satan,The Sorrows of Satan,0,1926,\N,90,"Drama,Romance",nm0000428,"nm0179740,nm0751246,nm0357028,nm0425456,nm0401429",6.2,337
tt0017421,movie,Spangles,Spangles,0,1926,\N,77,"Drama,Romance",nm0175410,"nm0720805,nm0388919,nm0047889,nm0031033",5.7,37
tt0017422,short,Spanking Breezes,Spanking Breezes,0,1926,\N,20,"Comedy,Short",nm0166836,"nm0011485,nm0810256",6.9,24
tt0017423,movie,Sparrows,Sparrows,0,1926,\N,109,Drama,"nm0064415,nm0573743","nm0242802,nm0547938,nm0837989",7.3,1624
tt0017431,movie,The Still Alarm,The Still Alarm,0,1926,\N,70,"Action,Adventure,Drama",nm0480676,"nm0037784,nm0641407,nm0923760,nm0448981",5.6,22
tt0017432,movie,The Stolen Ranch,The Stolen Ranch,0,1926,\N,56,"Drama,Western",nm0943758,"nm0384616,nm0687741",5.7,110
tt0017433,movie,"Stop, Look and Listen","Stop, Look and Listen",0,1926,\N,60,"Action,Adventure,Comedy",nm0783865,"nm0000927,nm0808431,nm0783865",5.1,44
tt0017437,movie,The Strong Man,The Strong Man,0,1926,\N,75,"Adventure,Comedy,Romance",nm0001008,"nm0727999,nm0174690,nm0248909,nm0381902,nm0307819,nm0377194,nm0486034,nm0924065",6.6,1061
tt0017438,movie,The Student of Prague,Der Student von Prag,0,1926,\N,110,"Drama,Horror",nm0301961,"nm0263912,nm0301961",6.9,866
tt0017441,movie,Sunny Side Up,Sunny Side Up,0,1926,\N,66,"Comedy,Drama,Romance",nm0187981,"nm0178089,nm0228693,nm0364668",5.8,26
tt0017442,movie,Sunshine of Paradise Alley,Sunshine of Paradise Alley,0,1926,\N,75,"Drama,Romance",nm0625424,"nm0704343,nm0753245,nm0860052,nm0865267",5.8,26
tt0017443,movie,Sweet Adeline,Sweet Adeline,0,1926,\N,70,Comedy,nm0832584,nm0052116,6.3,15
tt0017448,movie,Tartuffe,Herr Tartüff,0,1925,\N,70,"Comedy,Drama",nm0003638,"nm0596942,nm0562346",7.1,2927
tt0017449,movie,The Temptress,The Temptress,0,1926,\N,62,"Drama,Romance","nm0629243,nm0830249","nm0087658,nm0267913,nm0014703",6.9,1446
tt0017451,movie,Tentacles of the North,Tentacles of the North,0,1926,\N,54,"Action,Adventure",nm0154267,"nm0193419,nm0193617",4.4,42
tt0017457,movie,That Model from Paris,That Model from Paris,0,1926,\N,70,"Comedy,Drama",nm0309163,"nm0606563,nm0756226",7.8,90
tt0017462,movie,The Third Degree,The Third Degree,0,1926,\N,80,Romance,nm0002031,"nm0048305,nm0458691,nm0580648",5.0,54
tt0017463,movie,3 Bad Men,3 Bad Men,0,1926,\N,122,"Drama,Romance,Western",nm0000406,"nm0924268,nm0831958,nm0817809,nm0102167",7.5,1679
tt0017465,movie,Three Pals,Three Pals,0,1926,\N,54,Romance,"nm0568984,nm0593180",nm0420203,5.3,33
tt0017470,movie,Till österland,Till österland,0,1926,\N,94,Drama,nm0596410,"nm0405147,nm0481248,nm0596410",6.8,19
tt0017472,movie,Tin Gods,Tin Gods,0,1926,\N,90,Drama,nm0245385,"nm0225469,nm0357929,nm0570305,nm0736911",5.3,20
tt0017476,movie,Tom and His Pals,Tom and His Pals,0,1926,\N,54,"Drama,Western",nm0209458,"nm0591069,nm0683967",5.2,25
tt0017477,movie,Tony Runs Wild,Tony Runs Wild,0,1926,\N,67,Western,nm0118512,"nm0460745,nm0082931,nm0520501",5.8,27
tt0017479,short,Toot Toot,Toot Toot,0,1926,\N,9,"Animation,Comedy,Short",nm0281487,\N,7.6,42
tt0017480,movie,Torrent,Torrent,0,1926,\N,88,"Drama,Romance",nm0068419,"nm0087658,nm0267913,nm0385012,nm0129721",7.0,962
tt0017483,movie,"Tramp, Tramp, Tramp","Tramp, Tramp, Tramp",0,1926,\N,62,"Adventure,Comedy,Romance",nm0250034,"nm0001008,nm0174690,nm0240534,nm0391054,nm0003377,nm0727999,nm0744954,nm0924065",6.3,845
tt0017486,movie,Trooper 77,Trooper 77,0,1926,\N,200,"Action,Adventure",nm0941562,nm0701557,5.7,24
tt0017492,movie,Twinkletoes,Twinkletoes,0,1926,\N,85,"Drama,Romance",nm0102643,nm0121885,6.6,111
tt0017493,movie,Twisted Triggers,Twisted Triggers,0,1926,\N,50,"Drama,Western",nm0861703,nm0336984,5.7,27
tt0017498,movie,Children of No Importance,Die Unehelichen,0,1926,\N,95,Drama,nm0483944,"nm0374122,nm0483944",7.1,82
tt0017502,movie,The Unknown Soldier,The Unknown Soldier,0,1926,\N,71,Drama,nm0389066,"nm0770337,nm0878982",6.6,25
tt0017504,movie,Unseen Enemies,Unseen Enemies,0,1925,\N,54,"Drama,Western",nm0569645,\N,4.8,26
tt0017505,movie,The Untamed Lady,The Untamed Lady,0,1926,\N,70,Drama,nm0878338,"nm0187256,nm0403595",5.6,27
tt0017506,movie,Up in Mabel's Room,Up in Mabel's Room,0,1926,\N,70,Comedy,nm0394399,"nm0172812,nm0307819,nm0361877,nm0932328",7.0,92
tt0017507,short,Ups and Downs,Ups and Downs,0,1926,\N,6,"Animation,Comedy,Short","nm0101038,nm0279404",nm0279404,5.6,24
tt0017508,movie,Upstage,Upstage,0,1926,\N,76,"Drama,Romance",nm0068419,"nm0216755,nm0600641,nm0267868",6.8,115
tt0017513,movie,Vasya reformator,Vasya reformator,0,1926,\N,49,"Comedy,Drama","nm0235590,nm0519801",nm0235590,6.8,36
tt0017515,movie,Wrath of the Seas,Die versunkene Flotte,0,1926,\N,97,Adventure,"nm2164569,nm0633394","nm1185468,nm0711679",6.5,19
tt0017516,movie,Violantha,Violantha,0,1927,\N,\N,\N,nm0296193,"nm0951987,nm0839497,nm0928915",6.5,12
tt0017518,movie,Volcano,Volcano,0,1926,\N,60,"Drama,Romance",nm0397678,"nm0264229,nm0566338",6.9,26
tt0017519,movie,The Volga Boatman,The Volga Boatman,0,1926,\N,120,"Drama,Romance",nm0001124,"nm0073393,nm0168829",6.7,192
tt0017523,movie,Walloping Kid,Walloping Kid,0,1926,\N,\N,"Drama,Western",nm0395130,nm0395130,5.4,18
tt0017525,short,Wandering Willies,Wandering Willies,0,1926,\N,20,"Comedy,Short",nm0520419,"nm0317319,nm0576940",5.9,127
tt0017526,movie,The Waning Sex,The Waning Sex,0,1926,\N,70,"Comedy,Romance",nm0502752,"nm0267868,nm0369036,nm0369038,nm0378540,nm0756226",6.4,55
tt0017527,movie,War Paint,War Paint,0,1926,\N,\N,"Drama,Western",nm0886754,"nm0477437,nm0537510,nm0267868",4.3,20
tt0017530,movie,Watch Your Wife,Watch Your Wife,0,1926,\N,72,"Comedy,Drama",nm0300544,"nm0300544,nm0782002,nm0926417",5.1,24
tt0017531,short,Wachsexperimente,Wachsexperimente,0,1927,\N,6,"Animation,Short",nm0279202,\N,7.0,173
tt0017532,movie,We're in the Navy Now,We're in the Navy Now,0,1926,\N,66,"Comedy,Romance,War",nm0840042,"nm0108519,nm0002209,nm0547938",5.5,53
tt0017533,movie,Wehe wenn sie losgelassen,Wehe wenn sie losgelassen,0,1926,\N,\N,\N,nm0296193,"nm0296193,nm1847971",4.2,20
tt0017534,movie,West Point,West Point,0,1927,\N,95,"Drama,Romance,Sport",nm0781292,"nm0775419,nm0267868",6.6,2020
tt0017537,short,Westward Whoa,Westward Whoa,0,1926,\N,7,"Animation,Comedy,Short","nm0101038,nm0279404",nm0279404,4.8,133
tt0017539,movie,What Happened to Jones?,What Happened to Jones?,0,1925,\N,70,"Comedy,Romance",nm0782682,"nm0110394,nm0114266",6.6,162
tt0017540,movie,What Price Glory,What Price Glory,0,1926,\N,116,"Comedy,Drama,War",nm0909825,"nm0640884,nm0102167,nm0027173,nm0821716",6.8,525
tt0017541,short,When Hell Freezes Over,When Hell Freezes Over,0,1926,\N,9,"Animation,Comedy,Short","nm0101038,nm0279404",nm0279404,6.3,46
tt0017544,short,When the Midnight Choo-Choo Leaves for Alabam',When the Midnight Choo-Choo Leaves for Alabam',0,1926,\N,7,"Animation,Music,Short",nm0281487,\N,5.8,28
tt0017545,short,When a Man's a Prince,When a Man's a Prince,0,1926,\N,\N,"Comedy,Short",nm0166836,"nm0317319,nm0337862,nm0377194,nm0381902,nm0566745,nm0595655,nm0784407,nm0810256",4.9,31
tt0017548,movie,While London Sleeps,While London Sleeps,0,1926,\N,63,"Action,Adventure,Crime","nm0107854,nm0606094",nm0606094,3.1,38
tt0017553,movie,White Mice,White Mice,0,1926,\N,60,"Action,Adventure,Drama",nm0341486,"nm0058882,nm0205343",2.9,30
tt0017554,movie,The Whole Town's Talking,The Whole Town's Talking,0,1926,\N,70,"Adventure,Comedy,Romance",nm0480676,"nm0002616,nm0256221,nm0134252,nm0036445,nm0045310",5.9,32
tt0017555,movie,Why Girls Go Back Home,Why Girls Go Back Home,0,1926,\N,60,"Comedy,Drama,Romance",nm0282549,"nm0397022,nm0111024,nm0606094",6.0,20
tt0017557,short,Wife Tamers,Wife Tamers,0,1926,\N,20,"Comedy,Short",nm0395023,"nm0361882,nm0428177,nm0491048,nm0907778,nm0946756",6.1,22
tt0017558,movie,The Wild Horse Stampede,The Wild Horse Stampede,0,1926,\N,50,"Drama,Western",nm0807742,"nm0878367,nm0517786,nm0540147",6.0,25
tt0017560,short,A Wild Roomer,A Wild Roomer,0,1927,\N,20,"Comedy,Short","nm0101038,nm0612149","nm0101038,nm0612149,nm0780799",7.2,132
tt0017562,movie,The Wilderness Woman,The Wilderness Woman,0,1926,\N,80,"Adventure,Comedy,Romance",nm0383304,"nm0834553,nm0058809",7.2,38
tt0017566,movie,The Winner,The Winner,0,1926,\N,58,"Action,Adventure,Drama",nm0113693,nm0932328,2.5,28
tt0017567,movie,The Winning of Barbara Worth,The Winning of Barbara Worth,0,1926,\N,89,"Drama,Romance,Western",nm0454771,"nm0547966,nm0942428,nm0168829,nm0400912",6.9,1053
tt0017569,movie,The Wise Guy,The Wise Guy,0,1926,\N,69,"Drama,Romance",nm0515979,"nm0299154,nm0820700,nm0574383,nm0547938",4.2,26
tt0017578,movie,The Wrecker,The Wrecker,0,1929,\N,74,"Crime,Drama",nm0902006,"nm0075351,nm0534191,nm0580879,nm0725965,nm0897109,nm0908624",7.1,89
tt0017584,movie,You Never Know Women,You Never Know Women,0,1926,\N,72,Drama,nm0920074,"nm0322227,nm0883328",6.8,191
tt0017585,movie,You'd Be Surprised,You'd Be Surprised,0,1926,\N,66,"Comedy,Mystery",nm0744504,"nm0299154,nm0070361,nm0817809",6.3,96
tt0017586,movie,Young April,Young April,0,1926,\N,70,"Comedy,Drama,Romance",nm0187981,"nm0145266,nm0234608,nm0534221",7.1,63
tt0017587,movie,Superfluous People,Überflüssige Menschen,0,1926,\N,\N,\N,nm0713673,"nm0155009,nm0713673",5.9,16
tt0017588,movie,Adam and Evil,Adam and Evil,0,1927,\N,70,Comedy,nm0502752,"nm0378540,nm0753249,nm0817809",4.1,31
tt0017593,movie,After Midnight,After Midnight,0,1927,\N,70,Drama,nm0068419,"nm0068419,nm0267868,nm0600641",7.3,91
tt0017594,movie,L'agonie de Jérusalem,L'agonie de Jérusalem,0,1927,\N,103,Drama,nm0245213,nm0245213,6.3,46
tt0017595,movie,Ain't Love Funny?,Ain't Love Funny?,0,1927,\N,52,"Comedy,Romance,War",nm0028636,"nm0026639,nm0166101,nm0172352,nm0317291",6.5,14
tt0017599,movie,Alias the Lone Wolf,Alias the Lone Wolf,0,1927,\N,65,"Action,Comedy,Crime",nm0341486,"nm0888539,nm0397963,nm0341486",7.3,25
tt0017600,short,Alice Foils the Pirates,Alice Foils the Pirates,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.6,29
tt0017601,short,Alice at the Carnival,Alice at the Carnival,0,1927,\N,\N,"Animation,Comedy,Short",nm0000370,\N,5.8,26
tt0017602,short,Alice at the Rodeo,Alice at the Rodeo,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.4,57
tt0017603,short,Alice in the Alps,Alice in the Alps,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.8,25
tt0017604,short,Alice in the Big League,Alice in the Big League,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.7,86
tt0017605,short,Alice in the Klondike,Alice in the Klondike,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.1,28
tt0017606,short,Alice the Beach Nut,Alice the Beach Nut,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.6,32
tt0017607,short,Alice the Collegiate,Alice the Collegiate,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.6,26
tt0017608,short,Alice the Golf Bug,Alice the Golf Bug,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.7,28
tt0017609,short,Alice the Whaler,Alice the Whaler,0,1927,\N,6,"Animation,Comedy,Family",nm0000370,\N,4.9,262
tt0017610,short,Alice's Auto Race,Alice's Auto Race,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,5.4,39
tt0017611,short,Alice's Channel Swim,Alice's Channel Swim,0,1927,\N,\N,"Animation,Comedy,Short",nm0000370,\N,6.6,28
tt0017612,short,Alice's Circus Daze,Alice's Circus Daze,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,4.4,143
tt0017613,short,Alice's Knaughty Knight,Alice's Knaughty Knight,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.1,27
tt0017614,short,Alice's Medicine Show,Alice's Medicine Show,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.3,28
tt0017615,short,Alice's Picnic,Alice's Picnic,0,1927,\N,7,"Animation,Comedy,Short",nm0000370,\N,6.7,27
tt0017616,short,Alice's Three Bad Eggs,Alice's Three Bad Eggs,0,1927,\N,\N,"Animation,Comedy,Short",nm0000370,\N,5.9,27
tt0017618,short,All Wet,All Wet,0,1927,\N,7,"Animation,Comedy,Short","nm0000370,nm0412650",nm0412650,6.1,715
tt0017619,movie,Almost Human,Almost Human,0,1927,\N,60,"Drama,Romance",nm0882160,"nm0205343,nm0073238,nm0469166",8.5,375
tt0017621,movie,A Daughter of Destiny,Alraune,0,1928,\N,108,"Drama,Fantasy,Horror",nm0301961,"nm0263912,nm0301961",6.2,512
tt0017623,movie,Am Rande der Welt,Am Rande der Welt,0,1927,\N,104,"Drama,War",nm0344583,"nm0107200,nm0344583",6.0,92
tt0017626,movie,The American Beauty,The American Beauty,0,1927,\N,70,"Comedy,Drama,Romance",nm0908831,"nm0410467,nm0933133,nm0394267",7.0,64
tt0017631,movie,Ankles Preferred,Ankles Preferred,0,1927,\N,60,"Comedy,Romance",nm0090007,"nm0090007,nm0357929,nm0370275,nm0458934",4.2,9
tt0017632,movie,Annie Laurie,Annie Laurie,0,1927,\N,90,"Drama,Romance",nm0731910,"nm0522674,nm0014703,nm0191956",6.7,581
tt0017633,movie,Antoinette Sabrier,Antoinette Sabrier,0,1927,\N,66,Drama,nm0241273,"nm0177655,nm0241273",6.9,11
tt0017634,short,Anything Once!,Anything Once!,0,1927,\N,20,"Comedy,Short","nm0428059,nm0946756",\N,6.4,44
tt0017637,movie,Arizona Bound,Arizona Bound,0,1927,\N,53,"Drama,Western",nm0914112,"nm0831958,nm0304321,nm0413821,nm0309618,nm0404164",6.9,44
tt0017652,movie,Babe Comes Home,Babe Comes Home,0,1927,\N,60,"Comedy,Sport",nm0928514,"nm0064595,nm0828574",7.1,27
tt0017653,movie,Women of Ryazan,Baby ryazanskie,0,1927,\N,67,Drama,"nm0695604,nm0696049","nm0023044,nm0899632",7.1,423
tt0017655,movie,Back to God's Country,Back to God's Country,0,1927,\N,60,"Action,Drama",nm0929649,"nm0193617,nm0517786",4.1,26
tt0017656,movie,Back to Liberty,Back to Liberty,0,1927,\N,\N,"Adventure,Crime,Drama",nm0568534,"nm0388554,nm0151310",1.5,23
