nconst	tconst
nm5008641	tt7766378
nm5008641	tt5834262
nm0958726	tt0104348
nm0958726	tt0087175
nm0024475	tt0116324
nm1426138	tt3577624
nm1426138	tt4951982
nm1426138	tt1714209
nm5048087	tt4080728
nm0287931	tt0031679
nm0263141	tt1285016
nm0553634	tt1742334
nm0553634	tt0117774
nm0553634	tt0259393
nm12953205	tt28607951
nm1099079	tt0399295
nm1659086	tt2194499
nm1659086	tt13056008
nm0955137	tt0378897
nm0685673	tt0080716
nm0685673	tt0087277
nm0685673	tt0097044
nm0685673	tt0298148
nm10207998	tt14463484
nm0957460	tt0084021
nm0957460	tt0086927
nm0709615	tt0109830
nm0765403	tt0091738
nm0130572	tt0080455
nm0130572	tt0110475
nm0130572	tt0421715
nm0496969	tt7282468
nm0496969	tt0247613
nm0004898	tt0199725
nm0004898	tt0219653
nm0004898	tt0222851
nm0858329	tt0053291
nm0449394	tt0055852
nm2800599	tt1825683
nm2800599	tt4832640
nm0862923	tt0118564
nm0756873	tt0112913
nm0202501	tt0048028
nm0202501	tt0061512
nm0202501	tt0065938
nm0143558	tt0077631
nm0143558	tt0084021
nm0143558	tt1282140
nm0143558	tt0884732
nm3973444	tt1572315
nm0037491	tt0060934
nm1370804	tt0357507
nm0502813	tt0095765
nm0502813	tt0285823
nm0502813	tt0103994
nm5584130	tt1924429
nm0364748	tt11271038
nm0364748	tt5776858
nm0673260	tt1065073
nm0673260	tt0405296
nm0673260	tt0390022
nm0673260	tt0212346
nm1421767	tt11998558
nm1421767	tt3142764
nm0396054	tt0059800
nm0945802	tt1410063
nm1730299	tt2608224
nm1730299	tt0470883
nm0097392	tt0084777
nm0000861	tt0028691
nm0840613	tt0308379
nm0483876	tt0099528
nm0396180	tt1974419
nm0396180	tt1424381
nm0396180	tt10230994
nm0396180	tt2101441
nm0583074	tt0086034
nm0005386	tt0185125
nm0661407	tt0109642
nm0661407	tt0335119
nm0661407	tt0120631
nm0661407	tt0093512
nm0311632	tt0087298
nm3698803	tt2570858
nm1872707	tt0462538
nm1872707	tt2427892
nm0509028	tt0233142
nm1871687	tt1282139
nm0060799	tt0110413
nm0060799	tt1465487
nm1242688	tt1392170
nm1242688	tt1951264
nm1242688	tt1951266
nm1242688	tt0406375
nm0176220	tt0083511
nm0176220	tt0099044
nm0176220	tt0082198
nm0176220	tt0095897
nm0077110	tt1446192
nm0077110	tt0343818
nm0077110	tt0319262
nm0077110	tt0120903
nm0884929	tt0861739
nm0884929	tt27847051
nm0007007	tt0756683
nm0000896	tt0308055
nm0000896	tt7349662
nm13732612	tt10393870
nm1141869	tt2171867
nm0000914	tt0079417
nm0000914	tt0061418
nm0000914	tt0078346
nm0000914	tt0087921
nm2251003	tt4015500
nm2251003	tt1615147
nm1589546	tt2493486
nm2513282	tt9059704
nm12628737	tt13651628
nm4649894	tt1862079
nm1126197	tt1924435
nm1126197	tt0379865
nm1126197	tt1907668
nm1126197	tt1216491
nm0829380	tt0120338
nm0829380	tt0862467
nm0829380	tt0114287
nm0829380	tt4136084
nm11883166	tt10350922
nm0659544	tt2126355
nm0659544	tt2884206
nm0659544	tt0401445
nm9862860	tt8267604
nm1203013	tt7057496
nm1420284	tt0422320
nm13764550	tt20225374
nm4618729	tt7525778
nm4618729	tt5688996
nm4618729	tt26625693
nm1391768	tt0112553
nm3078928	tt5607096
nm0726016	tt0058335
nm3581145	tt1160419
nm3581145	tt8372298
nm0968797	tt1661420
nm0968797	tt1847731
nm5183398	tt4978420
nm5183398	tt6781982
nm5183398	tt11671006
nm5183398	tt14371878
nm0730317	tt0022913
nm2078113	tt1226271
nm0947608	tt0430357
nm2228812	tt12789558
nm0606835	tt2077886
nm1320601	tt0240510
nm0263759	tt1023481
nm0263759	tt1232783
nm0263759	tt2626350
nm13317144	tt11375428
nm13317144	tt28288786
nm2226970	tt1621045
nm2226970	tt1632708
nm2226970	tt2239832
nm0184893	tt0090357
nm0184893	tt1645170
nm0809483	tt0093177
nm0809483	tt0095294
nm0006229	tt0122459
nm0006229	tt1477715
nm0589316	tt0029843
nm0589316	tt0023427
nm0589316	tt2788732
nm0574961	tt0100404
nm0574961	tt0053172
nm0634300	tt0816692
nm0634300	tt0482571
nm0634300	tt0468569
nm0220831	tt24132732
nm1502469	tt4873118
nm1502469	tt1270262
nm0611705	tt0085549
nm0611705	tt0087538
nm0124996	tt6212478
nm0124996	tt1478964
nm0124996	tt3205376
nm0124996	tt1788391
nm3219499	tt2852406
nm0590430	tt0104009
nm0590430	tt3554046
nm0236097	tt0077355
nm1616412	tt0338309
nm7723547	tt8907986
nm7723547	tt11314148
nm5015107	tt1935179
nm5015107	tt4046784
nm5015107	tt4500922
nm11099905	tt11214590
nm7033235	tt2397535
nm0331560	tt4218572
nm0331560	tt0770828
nm0331560	tt2975590
nm0885090	tt1656186
nm2188652	tt3062096
nm2188652	tt8008948
nm2188652	tt0929425
nm0101801	tt0405159
nm0595321	tt0028950
nm0595321	tt0031885
nm0595321	tt0037674
nm4328012	tt29768334
nm4328012	tt1670345
nm4328012	tt1211956
nm0251139	tt1979319
nm0251139	tt3029558
nm0344620	tt0327162
nm0892109	tt0116329
nm0892109	tt0109836
nm0892109	tt0103874
nm0287626	tt0089960
nm0868007	tt0079540
nm10779805	tt8991268
nm0364873	tt0038969
nm2842005	tt4126476
nm2842005	tt0417741
nm2842005	tt10362466
nm2842005	tt5177120
nm12093694	tt14858658
nm0205095	tt0077975
nm0410931	tt0297721
nm5046012	tt15354916
nm5046012	tt8108202
nm5046012	tt7518786
nm6326385	tt0455944
nm6326385	tt1872194
nm6326385	tt5390504
nm6326385	tt10245072
nm0925418	tt0056592
nm0925418	tt0064665
nm0925418	tt0061747
nm2219430	tt1230165
nm2219430	tt8108274
nm3041221	tt1172233
nm2422911	tt4244162
nm3641121	tt0762073
nm0225417	tt0080549
nm0696776	tt0084021
nm0587920	tt0489099
nm0587920	tt1600195
nm0587920	tt0365485
nm0587920	tt0112819
nm6293193	tt15315164
nm0063440	tt0245562
nm0063440	tt0418689
nm0063440	tt0245686
nm0162108	tt0252597
nm3187984	tt5316540
nm3187984	tt2101473
nm0674231	tt1517268
nm0674231	tt0117008
nm0674231	tt0109370
nm9081128	tt8108198
nm9081128	tt11783766
nm9081128	tt21262240
nm0620083	tt0040979
nm0989308	tt2119532
nm0989308	tt2140619
nm0989308	tt1972571
nm5541773	tt1646959
nm0493161	tt0206275
nm0493161	tt0119942
nm0563965	tt0098663
nm0000657	tt0433383
nm0000657	tt0443272
nm0000657	tt0831387
nm0000657	tt0119488
nm10616521	tt28362963
nm1082685	tt0300532
nm3873442	tt4573394
nm3604699	tt9051908
nm3604699	tt21192142
nm3604699	tt10521092
nm3604699	tt10329614
nm0402405	tt0356721
nm0402405	tt0387808
nm0939202	tt0120609
nm0687560	tt0100140
nm0687560	tt3715320
nm0687560	tt0107497
nm0687560	tt2560078
nm1374680	tt1181795
nm1165044	tt1250777
nm1165044	tt0993840
nm1165044	tt5688932
nm0355731	tt0110428
nm0075359	tt0103064
nm0075359	tt0118571
nm0075359	tt0184894
nm0075359	tt0112384
nm3544219	tt11426232
nm1734682	tt0275309
nm0139528	tt12680684
nm12249078	tt13651628
nm11126401	tt11555492
nm0336861	tt4899370
nm0336861	tt1244754
nm0378363	tt15398776
nm0378363	tt0816692
nm0000428	tt0004972
nm0000428	tt0006864
nm1745119	tt8637428
nm1745119	tt13539646
nm1651681	tt0259393
nm0000977	tt0097322
nm0000977	tt0467197
nm0000977	tt1033575
nm0236329	tt0077294
nm0000717	tt0080339
nm0000717	tt11564570
nm0000717	tt0089155
nm0762524	tt0208990
nm2065631	tt3668162
nm2065631	tt2112124
nm1443023	tt0480669
nm1443023	tt4680182
nm1443023	tt1935896
nm0316271	tt0468569
nm0316271	tt0349903
nm0416381	tt0119567
nm0416381	tt0209958
nm0416381	tt0145660
nm0604360	tt0113243
nm0604360	tt0144814
nm0267258	tt0181689
nm0267258	tt0337978
nm0267258	tt0179626
nm0267258	tt0316732
nm1281919	tt1205558
nm0001242	tt0409459
nm0001242	tt2120120
nm0001242	tt0119282
nm0001242	tt0097523
nm0533380	tt3203606
nm0533380	tt1636826
nm0100866	tt0116483
nm0100866	tt11426232
nm8871347	tt2953050
nm0790715	tt0106400
nm0790715	tt0110366
nm3629863	tt3322420
nm3629863	tt4559006
nm1482825	tt4900148
nm1482825	tt0308379
nm1482825	tt10298810
nm4864745	tt2125435
nm0269542	tt1727388
nm0269542	tt1033575
nm0269542	tt0331953
nm0269542	tt1284575
nm0470981	tt0360717
nm0470981	tt0318627
nm0470981	tt0187738
nm0470981	tt0493464
nm0662553	tt1869347
nm0662553	tt2402101
nm1315386	tt0988108
nm10584760	tt7019942
nm0594865	tt0076590
nm0594865	tt0073705
nm0882843	tt0294870
nm0882843	tt2361509
nm0882843	tt0229260
nm0882843	tt0145681
nm0236519	tt0080487
nm0236519	tt0107048
nm0236519	tt0102138
nm0236519	tt0105793
nm6550067	tt2283362
nm6550067	tt6781982
nm6550067	tt6199572
nm3865710	tt0497986
nm0318318	tt0251075
nm0318318	tt0112572
nm0318318	tt0118998
nm0318318	tt0118583
nm0707160	tt0446013
nm0337669	tt0076759
nm0337669	tt0082971
nm0337669	tt0117333
nm0337669	tt0114924
nm1922242	tt6878038
nm0511541	tt8244784
nm0001549	tt0055614
nm0001549	tt3581652
nm0001549	tt0049408
nm0832792	tt0903624
nm0832792	tt1170358
nm0832792	tt2310332
nm0832792	tt0111149
nm3609976	tt5221894
nm1060418	tt1714209
nm0722371	tt11214590
nm6642514	tt3877674
nm1306654	tt0320244
nm0001130	tt0221027
nm0001130	tt0115639
nm0001130	tt0110955
nm1726667	tt0805526
nm1726667	tt1630036
nm1726667	tt1129423
nm9680111	tt0441881
nm16025388	tt32080876
nm0151232	tt0114746
nm0818539	tt3605418
nm0818539	tt0089901
nm1930883	tt10161886
nm1930883	tt3622592
nm1930883	tt0758758
nm1930883	tt2357129
nm0004366	tt0086197
nm0004366	tt0099165
nm0653654	tt0118571
nm0653654	tt0307901
nm0653654	tt0116629
nm0653654	tt0120458
nm0066144	tt0405422
nm0066144	tt0841046
nm0066144	tt1007028
nm0066144	tt0104187
nm1320100	tt0259324
nm7842208	tt4547056
nm1425645	tt2980516
nm1425645	tt1270798
nm1425645	tt1205537
nm1425645	tt1821694
nm0086574	tt0080745
nm0086574	tt0369735
nm0086574	tt0080516
nm0086574	tt0085701
nm0223107	tt0119282
nm0223107	tt9848626
nm0223107	tt0110357
nm0223107	tt0103639
nm2816691	tt8637428
nm2816691	tt9000184
nm0169896	tt1210042
nm0169896	tt0094894
nm0169896	tt1151359
nm0169896	tt0387877
nm5337830	tt2125608
nm1625669	tt1808223
nm1597847	tt7615302
nm1597847	tt3262342
nm10288351	tt9252468
nm0942787	tt0097757
nm0942787	tt0130623
nm0942787	tt0094747
nm0156809	tt0104558
nm9119259	tt8178634
nm9119259	tt15428134
nm9119259	tt14753612
nm9119259	tt7919680
nm0330477	tt0929632
nm0330477	tt1327773
nm0330477	tt0391304
nm0330477	tt1496422
nm0410942	tt0119698
nm0410942	tt0110008
nm0410942	tt1798188
nm0009512	tt12004038
nm0009512	tt0790686
nm6623135	tt7069210
nm6623135	tt9419884
nm1269730	tt1620719
nm1269730	tt0172684
nm1269730	tt0439662
nm1269730	tt0248126
nm0562495	tt0064115
nm0562495	tt0066549
nm0562495	tt0072926
nm0233295	tt0869977
nm0927145	tt0022100
nm5003154	tt30472557
nm0000065	tt0068646
nm0000065	tt0063518
nm0000065	tt0071562
nm0000065	tt0056801
nm0223804	tt2241351
nm3561278	tt11790780
nm0865195	tt0365929
nm0865195	tt0319262
nm0865195	tt0324554
nm0865195	tt0368794
nm13578046	tt11514780
nm0570893	tt0075276
nm0667282	tt0247586
nm0667282	tt0374569
nm0683600	tt0465602
nm0175130	tt0214388
nm6815608	tt0409904
nm6815608	tt4084744
nm1679085	tt2058673
nm1679085	tt0423294
nm0234154	tt0086567
nm0234154	tt0087910
nm0234154	tt0089886
nm0117692	tt6768578
nm0117692	tt2317225
nm0117692	tt8333746
nm0790380	tt0118749
nm0790380	tt0124901
nm0790380	tt0149261
nm0790380	tt0372873
nm0358638	tt11358390
nm0358638	tt0246578
nm0358638	tt3410834
nm0358638	tt0790736
nm1509284	tt8378126
nm0000568	tt0080684
nm0000568	tt0086190
nm0474812	tt1084972
nm2474652	tt2557490
nm2474652	tt1210819
nm2474652	tt21103218
nm2474652	tt0486551
nm0070676	tt0088933
nm9301543	tt5275828
nm4256098	tt3576728
nm3578998	tt14849194
nm3578998	tt0964517
nm3578998	tt1800241
nm0225412	tt0087957
nm5653115	tt5649144
nm5653115	tt5929754
nm5653115	tt5649108
nm5653115	tt6857166
nm0609845	tt0275022
nm0609845	tt9419884
nm0609845	tt1656190
nm0333600	tt0073802
nm0526218	tt0412080
nm0526218	tt7784604
nm0526218	tt0111161
nm4382365	tt6708668
nm3188266	tt3076658
nm3188266	tt6343314
nm12827674	tt15428134
nm4350784	tt1684562
nm4350784	tt3704428
nm4350784	tt18392014
nm3148636	tt2990140
nm11151652	tt15600222
nm2403492	tt10638522
nm2403492	tt32246771
nm2403492	tt31184028
nm0703522	tt1023114
nm0703522	tt1182350
nm0703522	tt1212419
nm0703522	tt0366777
nm0615914	tt14513804
nm1171832	tt14400246
nm1171832	tt2515034
nm1171832	tt0287467
nm0248195	tt11032374
nm0248195	tt0094625
nm0248195	tt0087544
nm0248195	tt0092106
nm0527278	tt1173745
nm0527278	tt0408306
nm1522597	tt9032400
nm1522597	tt5095030
nm1522597	tt8376234
nm0643967	tt4081630
nm0643967	tt1705786
nm4163981	tt1077248
nm2739673	tt0804522
nm1741430	tt1454468
nm1741430	tt2872462
nm1741430	tt10343028
nm3280908	tt3668162
nm3280908	tt25274786
nm3280908	tt2218988
nm1020835	tt6820256
nm1020835	tt9203694
nm1020835	tt7737800
nm16200610	tt14961016
nm0090213	tt0017925
nm15115989	tt27995594
nm0324374	tt0038574
nm0324374	tt0038733
nm2742781	tt3177316
nm2742781	tt9351980
nm2742781	tt2400463
nm2742781	tt8372298
nm6532613	tt20221436
nm0173212	tt0057869
nm0759704	tt0278488
nm0759704	tt1698641
nm0759704	tt0161081
nm0759704	tt0315983
nm0411384	tt0173840
nm0952968	tt0120889
nm0952968	tt0099582
nm0952968	tt0107362
nm0265363	tt0090555
nm0265363	tt0104254
nm0265363	tt0101786
nm0531878	tt0032976
nm0934711	tt0062136
nm4453512	tt1928330
nm0868639	tt14961016
nm0536046	tt0089370
nm0089778	tt13087796
nm2382945	tt1166100
nm0048984	tt0063285
nm0595141	tt0068638
nm0595141	tt0091129
nm0595141	tt0072288
nm0595141	tt0089155
nm0348495	tt5460276
nm0299167	tt0089606
nm0299167	tt0088015
nm1408964	tt0400525
nm0818798	tt0069895
nm2380674	tt3775086
nm1922830	tt18259086
nm1922830	tt12412888
nm0654267	tt1440292
nm0654267	tt0091203
nm0285306	tt0070707
nm0040575	tt0106307
nm0233911	tt0099422
nm0233911	tt0102266
nm0233911	tt0091419
nm0233911	tt0096787
nm1929005	tt1125849
nm1929005	tt8244784
nm1929005	tt1598642
nm1929005	tt1091722
nm0656528	tt0091288
nm0393770	tt0106220
nm4091690	tt1656192
nm0661708	tt0100142
nm2424376	tt10183816
nm2424376	tt13007592
nm1289434	tt1631867
nm1289434	tt0458352
nm1289434	tt1385826
nm1289434	tt1441952
nm7510007	tt8413338
nm0387283	tt0111512
nm0296596	tt10944760
nm0296596	tt0856288
nm0109750	tt0135007
nm0107760	tt5814534
nm0107760	tt0118583
nm0107760	tt0848537
nm0107760	tt0358082
nm7961780	tt9419884
nm0586123	tt1320082
nm0483295	tt0093560
nm1869101	tt1856101
nm1869101	tt8946378
nm1869101	tt1655389
nm1869101	tt7181546
nm0020658	tt2398231
nm0020658	tt0109446
nm0020658	tt0478134
nm0020658	tt0101921
nm0000597	tt0116629
nm0000597	tt1628841
nm0000597	tt0094012
nm0000597	tt0116922
nm1198775	tt2058673
nm1198775	tt0118564
nm0200848	tt0120102
nm0200848	tt0117060
nm0200848	tt0367959
nm0200848	tt2873282
nm0913779	tt0113568
nm0913779	tt0094625
nm0913779	tt0216651
nm0913779	tt0347246
nm1127337	tt10223460
nm7088709	tt10515526
nm7088709	tt18568902
nm0359379	tt0083530
nm0359379	tt0099165
nm0390259	tt0099703
nm0390259	tt1245492
nm0390259	tt4139124
nm0390259	tt2891174
nm0477253	tt0415978
nm0477253	tt0279113
nm0477253	tt2994190
nm0710250	tt0074156
nm0710250	tt0064665
nm0193387	tt1120985
nm0630490	tt0082432
nm1357734	tt0057565
nm1357734	tt0058888
nm1357734	tt0366292
nm0113640	tt2452150
nm4464972	tt4298958
nm0042730	tt0060584
nm1980534	tt6499752
nm1980534	tt1677720
nm1980534	tt3717490
nm1980534	tt1343092
nm0529173	tt0126916
nm0529173	tt0110442
nm0446210	tt0461770
nm0446210	tt0124298
nm0446210	tt0477071
nm0446210	tt1596342
nm2222175	tt0848228
nm2222175	tt1423995
nm2222175	tt1059786
nm1692900	tt0910554
nm0641944	tt1490017
nm0641944	tt0362120
nm5533924	tt9873892
nm3754050	tt7985704
nm3754050	tt9675274
nm6682792	tt6016744
nm0212499	tt0070518
nm1020124	tt1324999
nm1020124	tt1099212
nm1020124	tt1325004
nm0136922	tt0231402
nm0136922	tt0096426
nm0136922	tt0475394
nm0759589	tt0338309
nm3447100	tt13375076
nm13308417	tt15552142
nm0004801	tt0468569
nm0004801	tt1345836
nm9099952	tt7798634
nm0465588	tt1767354
nm0465588	tt0119891
nm0365692	tt0044008
nm0365692	tt0040662
nm0531762	tt0115759
nm0531762	tt0120461
nm0531762	tt0170691
nm0531762	tt0206314
nm0265948	tt0076740
nm0875585	tt6857988
nm7982975	tt2057392
nm1289733	tt26584495
nm6378385	tt27510174
nm6378385	tt3405236
nm6378385	tt4434004
nm0274255	tt0127357
nm0450387	tt0120434
nm0452305	tt1386703
nm0452305	tt0377062
nm0452305	tt0822854
nm0452305	tt0430105
nm0601692	tt0071115
nm2016577	tt1149361
nm2016577	tt0875113
nm4825703	tt1562871
nm4825703	tt9114286
nm0353243	tt3263904
nm0353243	tt0126886
nm0854923	tt0318462
nm0001850	tt0080684
nm0001850	tt0086190
nm0001850	tt4116284
nm0001850	tt2527338
nm1767218	tt1655441
nm1767218	tt1405365
nm0726546	tt0068713
nm2575474	tt0464041
nm0545048	tt0120631
nm0545048	tt0237534
nm0082545	tt0076752
nm0060103	tt0095953
nm0060103	tt0119738
nm0060103	tt0137494
nm0060103	tt0120889
nm0852909	tt0074851
nm1914125	tt1054588
nm2000770	tt1464580
nm2000770	tt13186604
nm2000770	tt9873892
nm2000770	tt11301886
nm6792630	tt0075143
nm0044494	tt0098105
nm0377065	tt0119361
nm0510546	tt0310775
nm3520988	tt1068646
nm1601808	tt0243155
nm1601808	tt0369735
nm1601808	tt0256380
nm0723801	tt0016847
nm9145536	tt7160070
nm4286712	tt4272866
nm4286712	tt5311514
nm4286712	tt2140203
nm0003464	tt0088258
nm0003464	tt0108550
nm0003464	tt0438315
nm0266302	tt0306841
nm3906854	tt0108188
nm0705141	tt1032819
nm2445956	tt14537248
nm2445956	tt1327194
nm0000397	tt0092005
nm0000397	tt0093437
nm0000397	tt0089218
nm0000397	tt0096734
nm0107419	tt0093010
nm0107419	tt0107985
nm4137820	tt3901826
nm0294825	tt0770802
nm0294825	tt0103767
nm0294825	tt0121766
nm0294825	tt10128846
nm2676231	tt3766354
nm5418809	tt26915336
nm14226243	tt11116912
nm0020728	tt0120185
nm0020728	tt0192614
nm0760001	tt3560686
nm0319213	tt9243946
nm3692524	tt0497986
nm2251846	tt6543652
nm2251846	tt1428538
nm2251846	tt2718492
nm0635330	tt0125659
nm0635330	tt1549920
nm0635330	tt0443274
nm0635330	tt0117883
nm0136692	tt0271383
nm0696015	tt0780536
nm0696015	tt0091225
nm0696015	tt1667353
nm0696015	tt0366551
nm2384611	tt0460989
nm0319501	tt0091419
nm0319501	tt0292963
nm0319501	tt0104257
nm0319501	tt0095631
nm0871319	tt0066740
nm1446450	tt0489327
nm5037475	tt8579674
nm0012333	tt0110631
nm0779592	tt2194499
nm0779592	tt5715874
nm0779592	tt0119217
nm0779592	tt0110366
nm4531219	tt0997246
nm0638762	tt1262426
nm0638762	tt7549996
nm0638762	tt5516328
nm2783780	tt3177316
nm1692732	tt16311594
nm1692732	tt1877830
nm0002198	tt0054389
nm0002198	tt0814314
nm0002198	tt0120663
nm0699631	tt0076727
nm10729630	tt14824590
nm0001165	tt0103644
nm0001165	tt0348836
nm0001165	tt0117913
nm0001165	tt1038686
nm8065502	tt7315484
nm4194124	tt13622970
nm17636159	tt37674426
nm0767393	tt0242998
nm0044386	tt10341034
nm0411214	tt0120053
nm0411214	tt0412798
nm4992120	tt2076298
nm0827632	tt1433811
nm0827632	tt4106514
nm0827632	tt0122459
nm1959190	tt8521718
nm1959190	tt2719848
nm1959190	tt0293564
nm1959190	tt1000774
nm10574081	tt15671028
nm0936636	tt0096754
nm0936636	tt0114369
nm0936636	tt0110216
nm0936636	tt0134273
nm0943138	tt0093978
nm3971027	tt12037194
nm3971027	tt1392190
nm3971027	tt1343092
nm3971027	tt4116284
nm0462867	tt0435651
nm0462867	tt0114906
nm1440281	tt0363589
nm1440281	tt0355702
nm1440281	tt0418279
nm0840307	tt0118158
nm0550371	tt1045670
nm0550371	tt1213663
nm0550371	tt0383694
nm0550371	tt0315733
nm0353630	tt0119925
nm0353630	tt2239822
nm0353630	tt0118880
nm0353630	tt0496806
nm0144282	tt0245844
nm0144282	tt1531901
nm5703199	tt2631186
nm5703199	tt4849438
nm5703199	tt23804696
nm0647606	tt0049470
nm0654334	tt8368368
nm0654334	tt1245526
nm5329331	tt6806448
nm5329331	tt9619798
nm5329331	tt10767052
nm0541126	tt7268738
nm6060991	tt1206885
nm1576945	tt0367652
nm1150125	tt5726616
nm1150125	tt1034415
nm1150125	tt10168670
nm1150125	tt10230994
nm0808541	tt0080120
nm0808541	tt0095963
nm0808541	tt0097637
nm0808541	tt0281322
nm2112116	tt2393845
nm0393714	tt1629757
nm1112144	tt0245429
nm0517021	tt0280609
nm0517021	tt0112760
nm0517021	tt0445946
nm7155855	tt17526714
nm7155855	tt1121948
nm2212581	tt0490084
nm2212581	tt0462338
nm0659380	tt0325655
nm0659380	tt0338564
nm0659380	tt0425430
nm9822757	tt4387040
nm9822757	tt5764096
nm9822757	tt2077833
nm6388679	tt6148156
nm7797052	tt7126948
nm2572554	tt2023453
nm2572554	tt0988595
nm2572554	tt1650043
nm0776739	tt0048424
nm0776739	tt0141369
nm0776739	tt0088128
nm0776739	tt9620292
nm0377131	tt0091867
nm4274636	tt1821700
nm0768018	tt0120630
nm9609803	tt16426418
nm9609803	tt24169886
nm1026662	tt0428803
nm0929186	tt0295701
nm0929186	tt0800325
nm0929186	tt0109068
nm1705524	tt6316138
nm1705524	tt7832124
nm1705524	tt9500372
