nconst	tconst
nm2460402	tt20916568
nm0075588	tt14208870
nm0075588	tt0466893
nm0075588	tt1791528
nm9862859	tt8267604
nm12294930	tt12838766
nm2077283	tt2378281
nm0797638	tt0220506
nm0797638	tt0375210
nm1351126	tt0387877
nm2592941	tt32298285
nm14036089	tt15109082
nm0149472	tt0250687
nm0149472	tt0242998
nm0149472	tt0110322
nm0110488	tt0203009
nm0110488	tt0117509
nm0110488	tt0104029
nm0110488	tt0245712
nm0171754	tt0086320
nm0372910	tt0112682
nm0372910	tt0319769
nm1989868	tt2659414
nm1989868	tt10431500
nm0994538	tt1701990
nm0994538	tt0329691
nm0742297	tt1798684
nm0742297	tt0298203
nm0742297	tt0430308
nm0762075	tt0070698
nm0762075	tt0067893
nm0433479	tt0382330
nm5331932	tt0860907
nm2287070	tt1542344
nm9880750	tt8963708
nm5113758	tt2125666
nm1760759	tt5143226
nm2114247	tt1817273
nm2114247	tt28479262
nm13617530	tt15732324
nm2776499	tt0838283
nm5262122	tt13028258
nm3262224	tt2191701
nm3262224	tt1446192
nm2322820	tt1660648
nm2322820	tt31184028
nm0433646	tt0300140
nm0433646	tt0150662
nm0433646	tt0168629
nm8101777	tt2321405
nm0569410	tt0056218
nm0569410	tt0054698
nm0569410	tt0064665
nm0280657	tt0072890
nm0280657	tt0074958
nm0280657	tt0072251
nm0280657	tt0094226
nm11928338	tt7905466
nm1417314	tt2302966
nm1417314	tt0376127
nm1417314	tt22444570
nm0783100	tt0257044
nm0783100	tt0146309
nm0783100	tt0171363
nm0783100	tt0780653
nm0465572	tt0316465
nm0465572	tt1924435
nm0465572	tt0219699
nm0465572	tt9764362
nm6444995	tt1825683
nm6444995	tt3799694
nm6444995	tt1211837
nm6444995	tt3169706
nm0549884	tt0230030
nm0549884	tt0120746
nm0549884	tt0104291
nm0549884	tt1263670
nm0391218	tt0104797
nm0391218	tt0087332
nm0391218	tt0110413
nm0391218	tt0093565
nm7958343	tt5929754
nm1617478	tt0345061
nm0041161	tt0499556
nm0041161	tt0368891
nm0041161	tt0465234
nm0392400	tt0096257
nm0972168	tt0266987
nm0972168	tt0213149
nm0972168	tt0118688
nm0972168	tt2400463
nm5856898	tt5460276
nm0675730	tt0238380
nm0675730	tt0280609
nm0675730	tt0119081
nm0675730	tt0380389
nm0777451	tt1262426
nm0777451	tt19847976
nm0777451	tt0114148
nm0777451	tt0120794
nm0930151	tt0120694
nm0930151	tt0377091
nm0930151	tt0132347
nm0930151	tt0151738
nm1499120	tt9362736
nm1499120	tt27503384
nm1499120	tt1440266
nm0045941	tt0120591
nm0045941	tt0117500
nm0045941	tt1392190
nm0045941	tt0988045
nm0948934	tt0363226
nm0948934	tt0119250
nm0948934	tt0222851
nm0948934	tt0108188
nm0325761	tt0072431
nm0325761	tt0066026
nm5585388	tt1684562
nm5585388	tt2004432
nm7525711	tt12749596
nm0508844	tt0081353
nm0508844	tt0099472
nm0508844	tt0099165
nm0508844	tt0089155
nm5199559	tt7725626
nm0613084	tt4326444
nm0613084	tt0491747
nm1208797	tt0107985
nm0352836	tt0401711
nm0352836	tt0482088
nm2044891	tt10648342
nm2044891	tt0864835
nm2044891	tt14539740
nm2044891	tt6587640
nm0184937	tt0454919
nm0184937	tt3704050
nm1802530	tt1194238
nm0956531	tt0116908
nm0956531	tt3799694
nm0956531	tt0113277
nm0956531	tt1300854
nm0922505	tt0042531
nm2854067	tt1024648
nm2854067	tt2799166
nm0039968	tt4411504
nm0002662	tt0110475
nm0002662	tt0120891
nm0106709	tt2304771
nm0106709	tt1706593
nm0106709	tt4154916
nm0106709	tt2057392
nm0161497	tt0124315
nm0161497	tt0315983
nm0161497	tt0822847
nm0161497	tt0119177
nm3136132	tt1680114
nm1066795	tt15980138
nm1066795	tt3668162
nm0001111	tt0120815
nm0001111	tt0307479
nm0001111	tt0117998
nm0001111	tt0274812
nm0585344	tt1464580
nm0585344	tt1179031
nm0585344	tt2309021
nm0357421	tt0095647
nm0357421	tt0077928
nm0357421	tt0116250
nm0357421	tt0101605
nm4110608	tt13056008
nm6371409	tt5670152
nm0039967	tt0346336
nm0039967	tt0080491
nm3042044	tt0079641
nm0324855	tt0107659
nm0324855	tt0102510
nm5687643	tt21232992
nm5687643	tt1489887
nm5687643	tt6205872
nm10220245	tt4420704
nm0002303	tt0106582
nm0002303	tt0104691
nm0002303	tt0125439
nm0002303	tt0118929
nm1460251	tt0266697
nm1460251	tt10451914
nm1460251	tt14817272
nm1460251	tt1028528
nm0873142	tt0079095
nm1501209	tt0379557
nm3988288	tt1242460
nm0522552	tt0282209
nm0522552	tt0073540
nm0522552	tt0082432
nm0522306	tt0097733
nm0522306	tt0122151
nm0522306	tt0104714
nm0522306	tt0093409
nm2829737	tt0929632
nm2829737	tt0471042
nm2829737	tt1931533
nm2829737	tt10065694
nm10068314	tt14961624
nm0186740	tt0077402
nm0107302	tt2490326
nm0930506	tt0095705
nm0930506	tt0102510
nm0930506	tt0110622
nm0930506	tt0101862
nm3048050	tt3450958
nm1072959	tt1967545
nm1072959	tt0824747
nm1072959	tt1133985
nm1072959	tt14998742
nm0677758	tt0346336
nm0424743	tt0037558
nm0949676	tt0099817
nm1018493	tt0405508
nm1018493	tt2356180
nm1018493	tt11045422
nm2460840	tt0439662
nm2460840	tt0248126
nm2460840	tt7485048
nm0113794	tt0111333
nm6507883	tt8623904
nm0218843	tt1847731
nm1543308	tt11196036
nm1543308	tt32063098
nm5766106	tt7405458
nm5766106	tt10919380
nm9438171	tt14123284
nm9438171	tt9639470
nm8243301	tt6751668
nm8243301	tt3967856
nm0495358	tt0246578
nm0495358	tt0195685
nm0495358	tt0120689
nm0495358	tt0264796
nm0890388	tt7825208
nm0890388	tt0293007
nm1116185	tt1314652
nm0511277	tt0084549
nm2263269	tt0466909
nm2213817	tt0051744
nm2971368	tt6704776
nm0622695	tt0120094
nm1234765	tt0093603
nm1234765	tt0101649
nm1114236	tt1855199
nm1114236	tt0787475
nm1114236	tt0229260
nm1114236	tt0295701
nm15364254	tt3612126
nm7958314	tt26458038
nm7958314	tt4851630
nm0423979	tt0920458
nm0423979	tt0243862
nm9854122	tt8254556
nm0393780	tt0117509
nm0393780	tt0118688
nm0393780	tt0096933
nm0393780	tt0114614
nm1350209	tt0490181
nm1350209	tt0460740
nm1350209	tt0286499
nm1350209	tt0121164
nm0318568	tt0808417
nm0318568	tt0869977
nm1869376	tt2866360
nm2619894	tt1216475
nm2619894	tt3606752
nm2619894	tt16311594
nm2619894	tt1608290
nm0195476	tt1336608
nm0195476	tt0116705
nm2199736	tt1103153
nm2199736	tt1599348
nm2199736	tt0963743
nm2199736	tt1800246
nm0103208	tt0116514
nm0103208	tt0104409
nm0103208	tt0093177
nm0103208	tt0095294
nm3156166	tt28479262
nm3156166	tt11003218
nm3156166	tt13433802
nm3595501	tt1702443
nm3595501	tt1608290
nm3595501	tt1800741
nm1397576	tt10293406
nm1397576	tt3416742
nm1397576	tt1560139
nm0377564	tt0258463
nm0377564	tt0092593
nm0377564	tt0362225
nm0377564	tt1259014
nm0957205	tt1327773
nm0957205	tt0103241
nm0957205	tt0093640
nm0957205	tt0145487
nm0544912	tt0074258
nm0132957	tt0319262
nm0132957	tt6968614
nm0132957	tt1645155
nm0943814	tt0881320
nm0943814	tt1703148
nm0943814	tt1313092
nm2285536	tt5461944
nm0570941	tt0482629
nm2131060	tt1440129
nm2131060	tt2109248
nm2131060	tt1046173
nm2131060	tt0418279
nm1053536	tt0903624
nm1053536	tt1170358
nm1053536	tt2310332
nm1053536	tt10648342
nm9610266	tt15302222
nm9610266	tt27028399
nm9610266	tt13451410
nm1373849	tt0365737
nm1373849	tt0804522
nm0003679	tt0066769
nm0003679	tt0080388
nm3985861	tt1790886
nm0795345	tt0458339
nm0795345	tt3201640
nm0461922	tt1220719
nm13825195	tt2203308
nm1602970	tt22004344
nm1602970	tt7711170
nm0241225	tt11897478
nm0241225	tt2785032
nm1118181	tt1167638
nm0733470	tt0073540
nm0733470	tt0112461
nm0733470	tt0118564
nm9460676	tt6316138
nm9460676	tt7832124
nm1667139	tt0421073
nm1667139	tt0429493
nm1667139	tt0393162
nm1667139	tt1398426
nm0794870	tt0082495
nm0304694	tt11358390
nm0304694	tt1186367
nm0304694	tt0458339
nm0668110	tt0056592
nm0668110	tt0077766
nm0668110	tt0119668
nm0668110	tt0065528
nm2019925	tt12676326
nm2019925	tt9893250
nm2295858	tt1343092
nm0176981	tt0452625
nm0176981	tt1046163
nm0176981	tt0480242
nm0176981	tt0424993
nm0443286	tt9032400
nm1560396	tt0489664
nm1560396	tt1054606
nm1264670	tt0327679
nm1264670	tt0795493
nm0191901	tt0047472
nm0103530	tt2345759
nm0103530	tt8623904
nm0103530	tt6673612
nm0947650	tt0200071
nm7921042	tt15980138
nm0731679	tt0054047
nm0731679	tt0110443
nm0323136	tt0119558
nm0323136	tt0141098
nm0323136	tt0112818
nm0098733	tt0078869
nm0635070	tt0120263
nm0131840	tt0099939
nm5904649	tt3922818
nm5904649	tt3833480
nm0543729	tt1483013
nm0543729	tt1104001
nm0543729	tt0311113
nm0543729	tt0367882
nm6530360	tt4651520
nm6530360	tt3416828
nm6530360	tt8115900
nm0366509	tt0091203
nm0366509	tt0084855
nm0366509	tt0498380
nm6205098	tt8097030
nm6205098	tt7504818
nm12013810	tt13349716
nm0053484	tt0331632
nm5144602	tt13223398
nm5144602	tt9873892
nm5144602	tt3564472
nm5144602	tt7634968
nm2352129	tt0814022
nm0410583	tt0101410
nm0410583	tt0100150
nm0410583	tt1279935
nm0410583	tt0110074
nm0489059	tt5607096
nm0489059	tt0183649
nm0489059	tt1571249
nm0489059	tt1529572
nm0709824	tt0164052
nm0709824	tt0183649
nm1605049	tt9179096
nm0695711	tt0091605
nm0180506	tt3387542
nm1655194	tt0457572
nm0723432	tt0120770
nm0723432	tt0399327
nm12239665	tt14642626
nm0717146	tt0339135
nm0641766	tt0166396
nm0641766	tt0101605
nm0843332	tt0075686
nm0843332	tt0113819
nm15585050	tt0365376
nm0467780	tt0368909
nm0467780	tt0427954
nm0280890	tt0286106
nm0280890	tt0100150
nm0280890	tt1409024
nm0280890	tt0114898
nm0156434	tt0288045
nm0001059	tt0241527
nm0001059	tt0295297
nm0001059	tt0143145
nm1189762	tt1647668
nm1189762	tt1821480
nm1189762	tt2077833
nm1735367	tt2967224
nm1735367	tt0429591
nm0281130	tt0099528
nm0421822	tt1119646
nm0421822	tt1411697
nm0421822	tt3104988
nm0421822	tt1399103
nm0046367	tt1809398
nm0046367	tt0269095
nm0046367	tt0120008
nm0923646	tt0134847
nm0923646	tt0296572
nm0923646	tt1411250
nm0923646	tt0097368
nm1873018	tt1780798
nm1873018	tt3286052
nm3494613	tt4267026
nm6210355	tt0071411
nm6818086	tt5213534
nm3982587	tt24132732
nm0882330	tt0132347
nm0008894	tt3811906
nm0444036	tt0145653
nm0444036	tt0118760
nm15585293	tt2852400
nm0339011	tt1596363
nm0339011	tt9620292
nm0339011	tt2378507
nm11953116	tt2463208
nm2264658	tt0831887
nm2264658	tt0458481
nm0005251	tt0133093
nm0005251	tt0209144
nm0005251	tt0457572
nm0005251	tt0242653
nm5811800	tt5461944
nm5811800	tt2120120
nm5811800	tt2820852
nm5811800	tt3332064
nm2184890	tt0881891
nm2184890	tt0762114
nm4083947	tt0019760
nm9233952	tt5222918
nm0415720	tt0057611
nm4785118	tt2061702
nm0725891	tt0038355
nm0725891	tt0036613
nm0725891	tt0043924
nm0843383	tt0090859
nm0843383	tt0114614
nm0843383	tt0120901
nm0843383	tt0095956
nm1048866	tt1043726
nm0319673	tt3748528
nm0319673	tt2872718
nm0319673	tt1663662
nm0319673	tt1291584
nm0714850	tt0087277
nm0714850	tt0088117
nm7903965	tt2338151
nm5656984	tt2884206
nm2496223	tt0901507
nm2104508	tt23736044
nm0522169	tt0237534
nm0522169	tt0455957
nm3591303	tt27852049
nm3591303	tt4832640
nm3591303	tt2395469
nm1971640	tt9806192
nm0169218	tt1396484
nm0169218	tt2172584
nm0169218	tt4209788
nm8013959	tt7772582
nm0156739	tt0272207
nm0156739	tt0430105
nm0156739	tt1674782
nm1498588	tt1302006
nm1498588	tt6146586
nm1498588	tt3682448
nm1664289	tt27403986
nm1664289	tt2179136
nm1664289	tt0327850
nm1664289	tt7959026
nm2692519	tt10676012
nm2692519	tt2183014
nm0542278	tt0112471
nm0934362	tt1412386
nm0934362	tt0416320
nm0934362	tt0365748
nm0934362	tt0414387
nm1443385	tt9071322
nm1443385	tt2910814
nm1443385	tt1675192
nm0711864	tt1821549
nm0711864	tt0790736
nm0711864	tt2461150
nm0711864	tt0099785
nm2899379	tt0913968
nm2899379	tt0465580
nm2899379	tt0446059
nm0559175	tt0105265
nm3601359	tt2229842
nm0730018	tt0014429
nm2717393	tt0804540
nm0016687	tt0120888
nm0016687	tt0396269
nm0016687	tt0120577
nm0016687	tt0104850
nm0831550	tt0430304
nm0831550	tt0109686
nm0831550	tt0295178
nm2201094	tt0453548
nm2201094	tt0425601
nm6954832	tt5213534
nm4228202	tt0799954
nm3300305	tt8075192
nm3300305	tt4262980
nm3300305	tt1462667
nm0624804	tt0954947
nm0624804	tt0274309
nm0624804	tt0829459
nm5584882	tt3704700
nm0006279	tt0108211
nm0420180	tt0311289
nm0420180	tt0112740
nm0928346	tt0045810
nm0928346	tt0037101
nm0576352	tt0055895
nm3798374	tt7745068
nm1733301	tt2802144
nm1733301	tt0409459
nm1733301	tt4649466
nm1733301	tt6856242
nm5026740	tt8239946
nm0650601	tt0834001
nm0650601	tt1334102
nm1659348	tt3882082
nm1659348	tt4560436
nm1659348	tt2975590
nm0189874	tt0048977
nm3450051	tt1855199
nm3450051	tt2473682
nm3450051	tt2463288
nm3450051	tt2193215
nm0241945	tt1754700
nm0241945	tt1242432
nm7744278	tt0837563
nm0745131	tt0426578
nm16033770	tt7838252
nm16033770	tt9389998
nm16033770	tt11663228
nm16033770	tt15654328
nm0614422	tt3704428
nm0614422	tt1517451
nm0614422	tt26625693
nm0131947	tt0790712
nm0131947	tt1308729
nm0131947	tt1027718
nm0131947	tt0144084
nm0521803	tt4065552
nm0501459	tt0144201
nm0859708	tt0245429
nm0859708	tt0113198
nm0078698	tt0257360
nm0078698	tt0096895
nm0078698	tt0113497
nm0078698	tt0119822
nm3483994	tt13452446
nm3483994	tt14641788
nm0943671	tt0064276
nm0943671	tt0077474
nm0943671	tt0067277
nm0616910	tt0920458
nm0616910	tt8623904
nm3292952	tt6133466
nm3292952	tt8206668
nm3292952	tt29439114
nm4674057	tt1618434
nm4674057	tt5893332
nm0557308	tt0420223
nm0557308	tt0486583
nm0557308	tt0094138
nm0446009	tt0052357
nm0446009	tt0046534
nm0446009	tt0048728
nm0446009	tt0049833
nm12795750	tt15782690
nm0272703	tt0113819
nm0272703	tt0093818
nm0272703	tt5825380
nm0272703	tt8721424
nm0052614	tt0235060
nm0240524	tt0318411
nm0391305	tt0050280
nm1785474	tt0441909
nm2853069	tt21308888
nm0176905	tt0120762
nm0176905	tt1430607
nm0176905	tt0103639
nm0176905	tt0101414
nm8581616	tt7489816
nm8581616	tt19760052
nm0284496	tt0088814
nm0284496	tt0096446
nm0284496	tt0086190
nm3835651	tt1180583
nm0121724	tt6966692
nm0121724	tt1033575
nm0121724	tt0126886
nm0121724	tt1389072
nm5065490	tt0471042
nm5065490	tt0878804
nm5065490	tt1711425
nm5065490	tt1231580
nm1468739	tt8781414
nm1468739	tt1655441
nm0002056	tt0993846
nm0002056	tt0086879
nm0002056	tt0110989
nm0002056	tt0139668
nm0644902	tt0120762
nm0644902	tt0118708
nm0644902	tt0071807
nm0644902	tt0080736
nm3370835	tt1127715
nm2423709	tt28075881
nm1070945	tt0115641
nm1070945	tt14145426
nm0001205	tt0062765
nm0001205	tt0061722
nm0001205	tt0053946
nm14643700	tt19652910
nm0284001	tt0375210
nm0284001	tt1226681
nm1378595	tt0110632
nm1023180	tt1517268
nm1023180	tt0373889
nm1023180	tt0118661
nm1023180	tt0143145
nm0289192	tt0087799
nm15113468	tt13433802
nm1211485	tt0300051
nm12460086	tt13206926
nm0137811	tt1192628
nm0137811	tt0386117
nm0137811	tt4341582
nm0137811	tt0400717
nm1834298	tt3775086
nm0654874	tt7642818
nm0957119	tt0264761
nm2416117	tt12818328
nm0574807	tt4468634
nm0557127	tt0029850
nm6538650	tt3203290
nm5888083	tt20256528
nm0497173	tt0386064
nm0497173	tt2659414
nm4023043	tt9058654
nm0569918	tt0084352
nm0877928	tt0107554
nm0877928	tt4191580
nm9714388	tt8337264
nm2934210	tt0361411
nm0290286	tt10272386
nm0290286	tt0381061
nm0290286	tt0372784
nm0290286	tt0241527
nm1872220	tt14781036
nm2018251	tt0445336
nm2415266	tt1139328
nm2415266	tt1220198
nm2322104	tt10886166
nm0921305	tt0060827
nm0921305	tt0063759
nm0725956	tt0151137
nm0725956	tt1318514
nm0725956	tt0253474
nm0725956	tt0119115
nm0005076	tt0126029
nm0005076	tt0166813
nm0005076	tt0425123
nm0005076	tt0120794
nm0163136	tt0422093
nm5558989	tt19811010
nm4306620	tt15215512
nm4306620	tt9860728
nm0177304	tt0078966
nm2711305	tt1478338
nm2711305	tt0420293
nm4134455	tt1372686
nm10546370	tt27989067
nm1506981	tt2334871
nm1506981	tt8310486
nm1506981	tt1745960
nm0065381	tt0088011
nm0065381	tt0100802
nm0065381	tt0097742
nm0065381	tt0115571
nm2477879	tt0453451
nm2367549	tt0800369
nm2367549	tt0489049
nm2367549	tt0438488
nm2367549	tt4225622
nm12778428	tt9243804
nm0769840	tt0312528
nm0769840	tt0356150
nm4843730	tt6710474
nm4843730	tt1276104
nm4843730	tt2229499
nm4843730	tt3622592
nm0504434	tt0379786
nm0504434	tt0076759
nm0504434	tt0268695
nm0504434	tt0118571
nm0945468	tt0040979
nm0690584	tt0144084
nm0690584	tt0118789
nm0690584	tt0457510
nm0118645	tt0082348
nm0118645	tt0076752
nm0118645	tt0074452
nm3361199	tt1294226
nm0474824	tt8983202
nm0474824	tt7581902
nm0474824	tt8108274
nm0474824	tt5764096
nm1885015	tt3393786
nm1885015	tt1392170
nm1885015	tt4257926
nm0623189	tt0017925
nm0179121	tt0120901
nm0179121	tt1703199
nm0179121	tt2231554
nm3087237	tt4873118
nm3087237	tt5177120
nm0479352	tt4827558
nm0479352	tt4714782
nm0479352	tt3256226
nm0479352	tt2452254
nm0336517	tt2884206
nm0336517	tt0426592
nm0336517	tt0308383
nm0425944	tt0087538
nm0425944	tt0097647
nm0425944	tt0070034
nm0425944	tt0113855
nm0806041	tt0033467
nm0806041	tt0040525
nm1481660	tt3253930
nm1481660	tt1937149
nm1481660	tt6908274
nm1481660	tt4857264
nm1176711	tt5221584
nm0563879	tt0046303
nm0563879	tt0049096
nm0756650	tt0104850
nm0057368	tt0325703
nm0057368	tt0146316
nm0444700	tt0102059
nm0444700	tt0110622
nm0444700	tt0102510
nm0444700	tt0099653
nm2554352	tt1060277
nm2554352	tt2245084
nm2554352	tt2109248
nm0314524	tt0230838
nm0314524	tt0109444
nm0314524	tt0099253
nm13684475	tt19770238
nm4211785	tt1648112
nm0000797	tt0061811
nm0000797	tt0067185
nm0000797	tt0078841
nm0000797	tt0070290
nm0002706	tt1758830
nm4249592	tt1808197
nm1747786	tt9376612
nm1747786	tt10648342
nm1747786	tt4154796
nm1747786	tt9032400
nm0639659	tt0411705
nm1577637	tt0816692
nm1577637	tt1345836
nm1577637	tt0844479
nm1577637	tt1748227
nm9629468	tt7026672
nm1042741	tt8526872
nm3481966	tt3532216
nm3481966	tt1403177
nm3481966	tt1704573
nm0678008	tt0063032
nm4318587	tt1559549
nm0329693	tt0079641
nm0651008	tt0243655
nm0651008	tt0117509
nm0651008	tt0217630
nm0651008	tt0119360
nm0406772	tt0308379
nm0406772	tt0482599
nm0406772	tt0391198
nm0406772	tt0382628
nm0070670	tt0047677
nm13361557	tt13186604
nm10431504	tt12735488
nm10431504	tt8413338
nm0134491	tt2358891
nm0134491	tt0208990
nm0134491	tt1456472
nm6352869	tt32550101
nm6352869	tt9114286
nm0803649	tt0382330
nm0803649	tt6911608
nm2409312	tt1536410
nm4677737	tt1839494
nm0128262	tt0063850
nm0885123	tt0057091
nm0885123	tt0067140
nm0885123	tt0067445
nm1348102	tt0385880
nm1348102	tt2436386
nm1348102	tt0326856
nm1348102	tt6772950
nm5680132	tt2036416
nm1179870	tt0861739
nm1179870	tt0317248
nm1179870	tt0478304
nm1179870	tt1555149
nm0000627	tt0105151
nm0000627	tt0100404
nm0000627	tt0116191
nm0387030	tt0945513
nm0387030	tt0365929
nm0387030	tt1423894
nm0906659	tt0108065
nm0397917	tt0107290
nm0397917	tt0103855
nm0397917	tt0099348
nm0358591	tt0025878
nm0358591	tt0033870
nm0312454	tt0306841
nm0312454	tt0211443
nm0312454	tt2932536
nm4871993	tt10676052
nm4871993	tt9362722
nm4871993	tt14205554
nm4871993	tt3901826
nm1011531	tt2404435
nm1011531	tt1596363
nm1011531	tt4651520
nm5230221	tt4131496
nm0272677	tt2358891
nm0141213	tt0082427
nm0136908	tt0083907
nm1684719	tt0365748
nm0542267	tt0051337
nm3929664	tt0790736
nm3929664	tt0848228
nm3929664	tt1905041
nm3929664	tt1489887
nm1438956	tt1655441
nm8095213	tt9817070
nm3817076	tt2372222
nm3817076	tt2082197
nm0599924	tt0118771
nm0599924	tt0141926
nm9354402	tt8663516
nm2509902	tt15671028
nm2509902	tt9243946
nm0112150	tt0816711
nm0112150	tt2034800
nm5087531	tt14039582
nm3810828	tt3606888
nm0622534	tt4935334
nm0264245	tt0120815
nm0264245	tt1093357
nm0264245	tt0120915
nm0264245	tt0457495
nm4353126	tt2120120
nm4353126	tt10418662
nm4353126	tt1234721
nm4353126	tt2039338
nm7056012	tt6398184
nm6782711	tt6269368
nm6782711	tt3813310
nm2628849	tt0275277
nm1015262	tt1265990
nm1015262	tt1232200
nm1015262	tt1555064
nm0147603	tt0110877
nm0147603	tt0490215
nm0147603	tt0110917
nm0655782	tt2094766
nm0655782	tt2058673
nm0655782	tt1291652
nm0786732	tt0329717
nm0786732	tt1198138
nm0786732	tt0098536
nm0922935	tt0058333
nm0922935	tt0057877
nm0001536	tt0055630
nm0001536	tt0047478
nm0001536	tt0057565
nm0001536	tt0050613
nm0493494	tt0167427
nm0493494	tt0314786
nm0791615	tt4575576
nm0791615	tt1449283
nm0791615	tt0076363
nm0876147	tt0089560
nm0943280	tt0083943
nm0943280	tt0086491
nm0943280	tt0978764
nm0943280	tt0092086
nm4636637	tt2183014
nm0005737	tt0056592
nm0005737	tt0056059
nm0005737	tt0051201
nm0005737	tt0044121
nm9216162	tt21867434
nm0006610	tt0120611
nm0006610	tt0443706
nm0006610	tt0187393
nm0006610	tt0425123
nm2929977	tt31392609
nm2775581	tt28082769
nm2775581	tt7991608
nm2775581	tt2884206
nm0713327	tt0110265
nm3232264	tt9620288
nm0786929	tt0263975
nm0857215	tt0473705
nm0857215	tt0384793
nm0857215	tt0800039
nm0320969	tt17024450
nm0320969	tt1950186
nm0320969	tt2361317
nm0420963	tt0408839
nm0420963	tt0383010
nm0420963	tt2005151
nm0832573	tt0066808
nm0832573	tt0068555
nm0832573	tt0065063
nm0832573	tt0817230
nm1642004	tt1714206
nm1642004	tt0368709
nm2325775	tt7737800
nm2325775	tt10612922
nm14226072	tt12519030
nm0463025	tt13238346
nm0463025	tt13651794
nm0463025	tt0248845
nm0463025	tt9071322
nm0070300	tt0324554
nm0070300	tt0115561
nm0086176	tt0048140
nm3109128	tt4281724
nm3109128	tt10403420
nm0342028	tt0345950
nm0308376	tt0105428
nm0308376	tt0094919
nm0103702	tt0158983
nm0103702	tt1104733
nm0103702	tt0372588
nm0753229	tt0370263
nm0753229	tt0434409
nm0753229	tt0119567
nm0753229	tt0372784
nm0142164	tt0097499
nm0571181	tt10078772
nm0024610	tt1206543
nm0024610	tt1216491
nm0024610	tt0106387
nm0024610	tt1306980
nm0297960	tt0063633
nm0587238	tt0132477
nm0587238	tt0187393
nm0587238	tt0210945
nm0731247	tt0014341
nm2433603	tt3698408
nm0017204	tt0089960
nm0919741	tt0095889
nm16278537	tt31969600
nm1069736	tt3581652
nm1069736	tt5535276
nm1069736	tt14208870
nm1069736	tt3682448
nm3135622	tt1649444
nm3135622	tt6908274
nm3135622	tt4857264
nm3135622	tt14400246
nm0283425	tt0223897
nm0283425	tt0109444
nm0283425	tt1636826
nm1202460	tt2991224
nm0409866	tt0073092
nm0409866	tt0082250
nm1128104	tt1476425
nm1128104	tt0268978
nm1167594	tt1285241
nm1167594	tt31712434
nm1579753	tt0866439
nm1579753	tt2479478
nm1579753	tt0884732
nm1249116	tt0466460
nm1249116	tt8108200
nm1249116	tt2016894
nm1249116	tt0323013
nm5396916	tt11777738
nm0226813	tt2024544
nm0226813	tt0477348
nm5972069	tt1333125
nm0154274	tt0119861
nm0361498	tt0280653
nm0906464	tt0112471
nm0959022	tt0077631
nm0959022	tt0071315
nm0959022	tt0078718
nm0959022	tt0077294
nm3124900	tt10324144
nm3124900	tt1093370
nm3124900	tt7485048
nm3124900	tt5982852
nm0409453	tt1821658
nm0409453	tt1233227
nm1079264	tt11317142
nm1079264	tt10451852
nm0388872	tt0118928
nm0388872	tt0110997
nm0388872	tt0096969
nm0001776	tt0120917
nm0001776	tt0087182
nm0001776	tt1608290
nm0001776	tt0159365
nm0194193	tt0052080
nm2397756	tt1071875
nm7475043	tt11976134
nm5972255	tt8745676
nm0663692	tt0120630
nm0649722	tt0099763
nm4745363	tt5078204
nm4745363	tt10366460
nm4745363	tt1661420
nm0649223	tt0119488
nm0649223	tt0120789
nm0649223	tt0264464
nm0649223	tt0329575
nm0547339	tt0382625
nm0547339	tt1149361
nm0446015	tt0090329
nm2671096	tt11394332
nm0656183	tt0077742
nm0656183	tt0045883
nm0614967	tt0084787
nm0614967	tt0357277
nm0142953	tt0115433
nm0142953	tt0317248
nm0142953	tt0420206
nm15518875	tt27802490
nm1104993	tt2403021
nm0934013	tt0040525
nm6265051	tt2614684
nm4594323	tt1787988
nm0673741	tt0093389
nm0673741	tt0056512
nm0673741	tt0066549
nm0692850	tt0129387
nm0079065	tt1305806
nm0079065	tt0488604
nm0079065	tt5133308
nm10702594	tt2424988
nm10702594	tt10350922
nm10702594	tt2077833
nm10702594	tt0172684
nm3324286	tt6053438
nm0565907	tt0080923
nm0565907	tt0089393
nm0623684	tt0037638
nm5858012	tt2294677
nm5858012	tt1767372
nm5548228	tt4387040
nm5548228	tt8869978
nm0717374	tt0076752
nm0717374	tt0072081
nm14069537	tt2023587
nm2334246	tt11161474
nm2334246	tt8772262
nm2334246	tt0929632
nm0438229	tt0117119
nm0709359	tt12844910
nm0709359	tt7430722
nm0709359	tt18411490
nm0037856	tt0296572
nm0037856	tt0289879
nm0037856	tt0184858
nm0037856	tt0850253
nm0361683	tt0089881
nm0361683	tt0178868
nm0361683	tt0218553
nm0359100	tt0110632
nm0359100	tt0120681
nm0359100	tt0118636
nm0359100	tt0098621
nm3674439	tt7282468
nm2410311	tt2436386
nm2410311	tt3717490
nm7430071	tt0315642
nm7430071	tt27028399
nm0587964	tt0079501
nm0587964	tt0366548
nm0587964	tt0112431
nm0587964	tt1402488
nm4959836	tt4106514
nm4959836	tt1876277
nm0007439	tt0118655
nm0007439	tt0411951
nm0007439	tt1135084
nm3155740	tt7748244
nm3155740	tt0116231
nm0113769	tt0036872
nm0700462	tt0242193
nm0761712	tt1200263
nm0761712	tt1321510
nm0761712	tt1462769
nm2828232	tt3272066
nm1803995	tt0089424
nm0359356	tt0106627
nm0546868	tt0087332
nm0546868	tt0097428
nm0546868	tt0109040
nm0546868	tt0080661
nm3372281	tt11382384
nm0320909	tt0079540
